Word,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,MCDI_AoA
write,0.01,0.01,0.05,0.11,0.15,0.19,0.26,0.27,0.37,0.39,0.44,0.52,0.64,0.64,0.71,27
asleep,0.03,0.06,0.11,0.19,0.22,0.25,0.4,0.46,0.55,0.59,0.61,0.57,0.79,0.75,0.85,24
awake,0.01,0.03,0.05,0.11,0.12,0.2,0.3,0.35,0.4,0.49,0.57,0.53,0.73,0.68,0.8,26
bad,0.07,0.07,0.13,0.16,0.21,0.29,0.32,0.42,0.5,0.56,0.66,0.58,0.76,0.69,0.83,25
better,0.01,0.03,0.06,0.09,0.1,0.15,0.22,0.25,0.32,0.4,0.52,0.52,0.65,0.58,0.75,26
big,0.08,0.1,0.23,0.29,0.35,0.43,0.57,0.63,0.67,0.74,0.85,0.79,0.91,0.82,0.94,22
black,0.02,0.06,0.08,0.12,0.14,0.16,0.32,0.37,0.41,0.48,0.51,0.49,0.73,0.66,0.82,26
blue,0.09,0.14,0.23,0.31,0.31,0.38,0.52,0.56,0.65,0.7,0.7,0.74,0.87,0.8,0.91,22
broken,0.04,0.06,0.13,0.2,0.28,0.33,0.5,0.58,0.61,0.67,0.78,0.73,0.89,0.81,0.93,23
brown,0.02,0.01,0.07,0.11,0.1,0.14,0.26,0.33,0.36,0.43,0.45,0.46,0.66,0.56,0.76,28
careful,0.02,0.02,0.09,0.12,0.16,0.16,0.25,0.36,0.38,0.5,0.52,0.51,0.74,0.62,0.79,26
cold,0.13,0.19,0.33,0.44,0.47,0.52,0.67,0.71,0.77,0.82,0.83,0.82,0.94,0.87,0.95,21
cute,0.03,0.05,0.08,0.12,0.16,0.16,0.3,0.33,0.34,0.4,0.46,0.42,0.63,0.56,0.67,28
dark,0.03,0.04,0.07,0.12,0.15,0.16,0.26,0.38,0.45,0.5,0.56,0.54,0.75,0.65,0.81,26
dirty,0.1,0.1,0.23,0.33,0.39,0.47,0.57,0.62,0.69,0.73,0.81,0.77,0.91,0.83,0.95,22
empty,0.03,0.02,0.1,0.14,0.16,0.21,0.26,0.35,0.38,0.45,0.49,0.52,0.68,0.59,0.75,27
fast,0.02,0.04,0.05,0.12,0.15,0.19,0.3,0.37,0.42,0.5,0.57,0.59,0.75,0.67,0.83,26
fine,0.01,0.01,0.01,0.03,0.04,0.04,0.08,0.13,0.16,0.22,0.29,0.29,0.4,0.33,0.51,30
first,0.01,0,0.02,0.04,0.04,0.08,0.15,0.2,0.22,0.31,0.38,0.41,0.56,0.52,0.66,28
full,0.01,0.02,0.05,0.09,0.1,0.1,0.2,0.25,0.34,0.36,0.5,0.52,0.67,0.61,0.75,27
gentle,0.04,0.07,0.11,0.11,0.13,0.14,0.23,0.29,0.33,0.41,0.39,0.39,0.54,0.48,0.62,28
good,0.08,0.13,0.18,0.25,0.28,0.3,0.42,0.45,0.55,0.62,0.72,0.69,0.83,0.79,0.88,24
green,0.04,0.07,0.15,0.21,0.24,0.28,0.42,0.47,0.53,0.59,0.6,0.63,0.82,0.76,0.89,24
happy,0.07,0.1,0.18,0.23,0.3,0.29,0.41,0.49,0.55,0.6,0.6,0.69,0.79,0.74,0.87,24
hard,0.01,0.01,0.04,0.07,0.08,0.08,0.16,0.21,0.3,0.35,0.43,0.42,0.62,0.56,0.69,28
heavy,0.03,0.02,0.08,0.16,0.19,0.24,0.36,0.44,0.49,0.55,0.64,0.68,0.81,0.74,0.88,25
high,0.01,0.01,0.06,0.08,0.14,0.16,0.26,0.31,0.37,0.47,0.47,0.53,0.69,0.64,0.8,27
hot,0.43,0.4,0.61,0.64,0.72,0.71,0.77,0.85,0.84,0.85,0.92,0.89,0.97,0.91,0.95,18
hungry,0.05,0.07,0.15,0.18,0.24,0.29,0.39,0.47,0.54,0.59,0.67,0.73,0.82,0.77,0.89,24
hurt,0.03,0.05,0.1,0.19,0.23,0.24,0.36,0.47,0.56,0.59,0.67,0.66,0.83,0.75,0.85,24
last,0,0,0.01,0.03,0.02,0.03,0.06,0.09,0.08,0.17,0.19,0.21,0.33,0.32,0.41,NA
long,0,0,0.01,0.03,0.03,0.03,0.08,0.13,0.16,0.21,0.28,0.3,0.45,0.42,0.56,30
loud,0.01,0.01,0.05,0.08,0.1,0.16,0.25,0.33,0.37,0.47,0.52,0.51,0.69,0.65,0.82,26
mad,0.01,0.02,0.01,0.05,0.06,0.08,0.15,0.22,0.25,0.32,0.39,0.43,0.58,0.54,0.66,28
naughty,0.01,0.02,0.05,0.06,0.05,0.05,0.04,0.15,0.16,0.2,0.2,0.27,0.3,0.28,0.34,NA
new,0.01,0.01,0.03,0.05,0.08,0.09,0.15,0.24,0.26,0.35,0.39,0.41,0.58,0.48,0.68,28
nice,0.06,0.05,0.12,0.22,0.27,0.25,0.38,0.42,0.44,0.5,0.59,0.56,0.76,0.66,0.77,26
noisy,0.01,0.02,0.03,0.08,0.09,0.11,0.18,0.24,0.24,0.34,0.43,0.36,0.58,0.49,0.61,28
old,0.01,0.02,0.02,0.03,0.03,0.07,0.12,0.17,0.17,0.26,0.33,0.29,0.5,0.43,0.56,30
poor,0,0,0.01,0.01,0.02,0.04,0.03,0.07,0.08,0.12,0.13,0.14,0.27,0.23,0.27,NA
pretty,0.1,0.11,0.19,0.26,0.26,0.35,0.46,0.46,0.5,0.53,0.57,0.61,0.79,0.72,0.82,25
quiet,0.01,0.01,0.04,0.06,0.11,0.17,0.22,0.34,0.37,0.42,0.51,0.49,0.71,0.61,0.74,26
red,0.06,0.09,0.14,0.21,0.26,0.31,0.46,0.51,0.56,0.64,0.67,0.67,0.83,0.78,0.88,23
sad,0.01,0.03,0.05,0.09,0.13,0.17,0.26,0.35,0.39,0.45,0.45,0.5,0.72,0.67,0.79,28
scared,0.01,0.02,0.02,0.05,0.08,0.12,0.22,0.29,0.36,0.41,0.53,0.58,0.73,0.62,0.8,26
sick,0.01,0.01,0.03,0.07,0.12,0.17,0.22,0.3,0.34,0.41,0.51,0.57,0.73,0.66,0.77,26
sleepy,0.04,0.05,0.1,0.17,0.18,0.24,0.34,0.41,0.46,0.54,0.59,0.57,0.75,0.64,0.76,25
slow,0.01,0.01,0.02,0.06,0.04,0.11,0.1,0.17,0.2,0.29,0.34,0.35,0.54,0.49,0.63,28
soft,0.03,0.04,0.13,0.14,0.15,0.19,0.26,0.36,0.42,0.47,0.5,0.55,0.72,0.62,0.77,27
sticky,0.02,0.05,0.09,0.11,0.17,0.18,0.27,0.32,0.4,0.48,0.49,0.53,0.7,0.63,0.79,27
stuck,0.04,0.08,0.13,0.16,0.22,0.23,0.34,0.37,0.45,0.43,0.59,0.57,0.76,0.62,0.73,26
thirsty,0.03,0.02,0.07,0.13,0.16,0.19,0.31,0.4,0.44,0.47,0.54,0.62,0.73,0.69,0.76,26
tiny,0,0,0.02,0.03,0.04,0.09,0.1,0.15,0.15,0.18,0.26,0.28,0.42,0.38,0.46,NA
tired,0.02,0.03,0.06,0.1,0.14,0.18,0.3,0.39,0.4,0.49,0.56,0.56,0.77,0.68,0.82,26
wet,0.07,0.1,0.22,0.3,0.35,0.42,0.57,0.61,0.67,0.75,0.81,0.79,0.92,0.82,0.94,22
white,0.01,0.03,0.05,0.07,0.11,0.16,0.29,0.32,0.34,0.4,0.44,0.5,0.69,0.59,0.75,28
windy,0.02,0.02,0.06,0.11,0.12,0.11,0.23,0.27,0.33,0.44,0.44,0.51,0.61,0.57,0.71,27
yellow,0.06,0.1,0.15,0.23,0.3,0.3,0.42,0.46,0.57,0.62,0.59,0.68,0.81,0.72,0.86,24
yucky,0.19,0.22,0.38,0.37,0.41,0.43,0.55,0.63,0.67,0.69,0.71,0.68,0.86,0.78,0.87,22
after,0,0,0.02,0.02,0.04,0.06,0.11,0.14,0.19,0.25,0.33,0.31,0.47,0.45,0.54,30
before,0,0,0.01,0,0.01,0.03,0.05,0.08,0.08,0.13,0.22,0.17,0.28,0.3,0.4,MA
day,0.01,0.01,0.04,0.07,0.08,0.11,0.2,0.23,0.25,0.34,0.39,0.45,0.52,0.52,0.59,28
later,0.01,0,0.03,0.09,0.09,0.13,0.2,0.28,0.28,0.35,0.41,0.45,0.63,0.53,0.65,28
morning,0.01,0.03,0.09,0.1,0.14,0.17,0.24,0.31,0.34,0.41,0.49,0.49,0.66,0.64,0.76,28
night,0.07,0.08,0.17,0.23,0.24,0.31,0.45,0.47,0.51,0.59,0.6,0.61,0.78,0.73,0.84,24
now,0.03,0.05,0.07,0.13,0.18,0.23,0.29,0.38,0.42,0.53,0.62,0.64,0.77,0.67,0.77,25
time,0,0,0.02,0.02,0.05,0.07,0.08,0.11,0.1,0.18,0.2,0.27,0.38,0.35,0.47,NA
today,0.01,0,0.02,0.03,0.04,0.04,0.14,0.18,0.22,0.25,0.34,0.41,0.47,0.45,0.63,30
tomorrow,0.01,0.01,0.03,0.05,0.07,0.05,0.13,0.16,0.21,0.29,0.34,0.41,0.49,0.45,0.59,30
tonight,0,0,0.01,0.03,0.03,0.02,0.08,0.12,0.13,0.18,0.23,0.26,0.36,0.38,0.47,NA
yesterday,0,0,0.01,0.01,0.01,0.01,0.04,0.08,0.08,0.12,0.14,0.17,0.29,0.27,0.34,NA
he,0,0,0.02,0.04,0.06,0.09,0.19,0.21,0.24,0.26,0.39,0.47,0.59,0.57,0.68,28
her,0,0,0,0.04,0.03,0.05,0.1,0.16,0.17,0.22,0.32,0.35,0.44,0.45,0.56,30
hers,0,0.01,0,0.01,0.03,0.02,0.07,0.08,0.1,0.16,0.23,0.21,0.34,0.34,0.41,NA
him,0.01,0,0.01,0.02,0.03,0.06,0.1,0.15,0.13,0.21,0.3,0.33,0.43,0.44,0.52,30
his,0,0,0,0.02,0.03,0.05,0.08,0.12,0.13,0.21,0.25,0.3,0.4,0.38,0.5,NA
I,0.1,0.11,0.18,0.24,0.24,0.33,0.4,0.47,0.56,0.6,0.62,0.66,0.81,0.8,0.88,24
it,0.06,0.05,0.1,0.15,0.16,0.16,0.32,0.31,0.4,0.43,0.49,0.58,0.71,0.7,0.78,27
me,0.18,0.21,0.29,0.36,0.41,0.42,0.56,0.59,0.68,0.7,0.73,0.78,0.88,0.82,0.92,22
mine,0.21,0.31,0.41,0.52,0.58,0.64,0.71,0.75,0.83,0.82,0.85,0.85,0.93,0.87,0.93,19
my,0.08,0.07,0.12,0.22,0.19,0.29,0.4,0.44,0.53,0.55,0.6,0.58,0.8,0.77,0.81,24
myself,0,0,0.01,0.01,0.03,0.02,0.13,0.13,0.14,0.19,0.26,0.26,0.41,0.35,0.47,NA
our,0,0,0,0.02,0.03,0.02,0.04,0.11,0.08,0.16,0.19,0.23,0.33,0.34,0.37,NA
she,0.01,0.01,0.01,0.04,0.04,0.05,0.14,0.18,0.2,0.24,0.37,0.38,0.49,0.48,0.59,30
that,0.21,0.19,0.2,0.3,0.29,0.32,0.46,0.48,0.51,0.57,0.64,0.68,0.79,0.75,0.83,24
their,0,0,0,0.01,0.02,0.02,0.04,0.06,0.06,0.1,0.18,0.18,0.26,0.29,0.29,NA
them,0,0,0.01,0.03,0.02,0.03,0.08,0.1,0.1,0.17,0.27,0.25,0.33,0.35,0.42,NA
these,0.02,0.01,0.04,0.07,0.09,0.07,0.18,0.2,0.2,0.29,0.44,0.4,0.51,0.46,0.54,28
they,0,0,0.01,0.01,0.02,0.03,0.06,0.08,0.08,0.14,0.23,0.25,0.36,0.37,0.44,NA
this,0.14,0.18,0.19,0.23,0.24,0.3,0.44,0.45,0.46,0.52,0.6,0.61,0.78,0.64,0.79,25
those,0.01,0.01,0.03,0.03,0.04,0.03,0.08,0.14,0.15,0.16,0.29,0.27,0.44,0.41,0.49,NA
us,0,0,0,0.01,0.01,0.02,0.07,0.06,0.08,0.12,0.16,0.17,0.26,0.31,0.34,NA
we,0.01,0.01,0.01,0.02,0.03,0.04,0.09,0.13,0.15,0.2,0.29,0.33,0.43,0.43,0.54,30
you,0.08,0.08,0.15,0.22,0.24,0.27,0.4,0.47,0.54,0.63,0.66,0.71,0.84,0.76,0.89,24
your,0.01,0,0.01,0.03,0.05,0.03,0.1,0.15,0.2,0.23,0.32,0.33,0.52,0.49,0.6,28
yourself,0,0,0,0,0.01,0.01,0.02,0.04,0.04,0.07,0.12,0.15,0.21,0.21,0.23,NA
how,0.01,0,0.02,0.03,0.04,0.04,0.09,0.14,0.16,0.2,0.31,0.3,0.44,0.41,0.51,30
what,0.15,0.13,0.19,0.22,0.24,0.32,0.46,0.5,0.53,0.57,0.66,0.72,0.81,0.79,0.88,24
when,0,0,0.01,0.02,0.01,0,0.04,0.06,0.09,0.13,0.25,0.24,0.31,0.35,0.41,NA
where,0.05,0.07,0.09,0.12,0.16,0.15,0.32,0.42,0.47,0.5,0.57,0.61,0.78,0.68,0.82,26
which,0,0,0.01,0,0.01,0.01,0.02,0.06,0.07,0.11,0.13,0.09,0.2,0.26,0.31,NA
who,0.03,0.04,0.03,0.06,0.07,0.06,0.17,0.22,0.26,0.28,0.43,0.52,0.57,0.54,0.68,27
why,0.02,0.03,0.07,0.1,0.11,0.13,0.23,0.29,0.27,0.32,0.47,0.49,0.56,0.56,0.69,28
about,0,0,0,0.01,0.02,0.02,0.04,0.06,0.06,0.1,0.13,0.1,0.23,0.26,0.31,NA
above,0,0.01,0.01,0.01,0.03,0.03,0.05,0.07,0.08,0.14,0.17,0.19,0.24,0.26,0.3,NA
around,0.01,0.01,0.02,0.03,0.05,0.04,0.08,0.18,0.17,0.27,0.31,0.29,0.45,0.41,0.51,30
at,0.01,0.02,0.03,0.04,0.07,0.1,0.19,0.21,0.23,0.27,0.41,0.42,0.55,0.51,0.61,28
away,0.02,0.01,0.06,0.08,0.1,0.12,0.24,0.29,0.34,0.42,0.48,0.49,0.67,0.58,0.68,28
back,0.05,0.04,0.1,0.14,0.16,0.16,0.31,0.4,0.38,0.46,0.52,0.54,0.69,0.65,0.78,26
behind,0.01,0.01,0.02,0.03,0.05,0.06,0.09,0.18,0.2,0.27,0.35,0.36,0.49,0.46,0.6,30
beside,0,0,0.01,0,0.03,0.03,0.06,0.07,0.09,0.12,0.14,0.17,0.22,0.23,0.28,NA
by,0.01,0.03,0.02,0.04,0.06,0.11,0.11,0.2,0.21,0.28,0.34,0.37,0.5,0.44,0.59,30
down,0.29,0.36,0.47,0.54,0.52,0.57,0.7,0.74,0.74,0.8,0.85,0.79,0.93,0.87,0.93,19
for,0,0,0.02,0.03,0.03,0.05,0.12,0.16,0.18,0.26,0.34,0.39,0.54,0.49,0.63,28
here,0.04,0.07,0.09,0.16,0.19,0.25,0.36,0.39,0.49,0.53,0.6,0.69,0.81,0.68,0.83,25
into,0,0,0,0.01,0.02,0.03,0.07,0.08,0.08,0.16,0.19,0.21,0.31,0.31,0.35,NA
of,0.01,0,0.01,0.03,0.01,0.02,0.04,0.09,0.09,0.14,0.17,0.21,0.29,0.3,0.37,NA
off,0.15,0.15,0.34,0.39,0.45,0.46,0.67,0.69,0.7,0.74,0.8,0.82,0.91,0.85,0.93,22
on,0.14,0.17,0.3,0.34,0.42,0.47,0.62,0.67,0.71,0.72,0.78,0.83,0.92,0.83,0.92,22
out,0.18,0.2,0.34,0.35,0.41,0.43,0.6,0.62,0.65,0.68,0.79,0.75,0.86,0.8,0.88,22
over,0.01,0.01,0.04,0.06,0.08,0.1,0.22,0.27,0.28,0.36,0.45,0.49,0.67,0.59,0.71,28
there,0.07,0.04,0.11,0.12,0.17,0.19,0.31,0.39,0.42,0.48,0.6,0.63,0.78,0.68,0.79,26
to,0.01,0.02,0.03,0.05,0.08,0.09,0.18,0.25,0.28,0.37,0.48,0.45,0.62,0.55,0.68,28
under,0.01,0.01,0.04,0.09,0.1,0.13,0.2,0.29,0.34,0.44,0.46,0.5,0.7,0.61,0.77,28
up,0.37,0.38,0.51,0.53,0.58,0.6,0.74,0.72,0.76,0.77,0.81,0.81,0.91,0.87,0.91,18
with,0,0,0.02,0.04,0.03,0.05,0.18,0.18,0.27,0.29,0.44,0.44,0.61,0.53,0.69,28
all,0.06,0.04,0.09,0.12,0.12,0.12,0.26,0.29,0.39,0.4,0.5,0.57,0.69,0.64,0.74,27
an,0,0,0,0.01,0.01,0.01,0.04,0.04,0.05,0.09,0.14,0.15,0.17,0.19,0.25,NA
another,0.01,0.01,0.05,0.07,0.07,0.07,0.2,0.19,0.26,0.33,0.43,0.37,0.57,0.52,0.63,28
any,0,0,0.01,0.03,0.03,0.03,0.09,0.09,0.15,0.2,0.33,0.34,0.44,0.44,0.53,30
each,0,0,0,0.01,0.01,0.02,0.03,0.04,0.04,0.09,0.1,0.13,0.15,0.19,0.22,NA
every,0,0,0.01,0,0.01,0.02,0.04,0.1,0.09,0.14,0.17,0.19,0.26,0.3,0.35,NA
more,0.3,0.29,0.43,0.51,0.52,0.59,0.7,0.72,0.74,0.77,0.85,0.84,0.92,0.85,0.92,19
much,0,0.01,0.02,0.03,0.03,0.02,0.1,0.13,0.14,0.17,0.24,0.25,0.36,0.31,0.44,NA
none,0.01,0.02,0.02,0.05,0.06,0.08,0.12,0.13,0.17,0.2,0.24,0.28,0.36,0.37,0.42,NA
not,0.02,0.01,0.03,0.05,0.1,0.08,0.17,0.22,0.28,0.32,0.4,0.47,0.64,0.56,0.67,28
other,0.01,0,0.03,0.03,0.05,0.08,0.18,0.18,0.23,0.27,0.4,0.38,0.53,0.43,0.56,28
same,0,0,0.02,0.02,0.03,0.02,0.09,0.15,0.13,0.2,0.25,0.27,0.35,0.41,0.44,NA
some,0.03,0.03,0.09,0.12,0.14,0.18,0.29,0.29,0.38,0.41,0.57,0.58,0.72,0.66,0.78,26
the,0.02,0.03,0.04,0.08,0.08,0.09,0.21,0.24,0.29,0.31,0.5,0.46,0.63,0.53,0.7,28
too,0.01,0.04,0.07,0.12,0.17,0.18,0.29,0.34,0.42,0.45,0.58,0.66,0.74,0.62,0.78,26
are,0,0,0.01,0.02,0.04,0.04,0.08,0.11,0.17,0.2,0.29,0.3,0.45,0.4,0.57,30
be,0.01,0.02,0.01,0.03,0.04,0.06,0.09,0.13,0.15,0.2,0.3,0.3,0.38,0.37,0.46,NA
could,0,0,0,0.01,0.02,0.01,0.04,0.05,0.04,0.11,0.14,0.15,0.23,0.26,0.32,NA
do,0.05,0.07,0.13,0.19,0.26,0.28,0.4,0.48,0.49,0.55,0.62,0.73,0.79,0.72,0.81,25
does,0,0,0.01,0.02,0.03,0.04,0.06,0.09,0.1,0.18,0.19,0.28,0.35,0.36,0.4,NA
is,0.02,0.02,0.04,0.04,0.06,0.09,0.16,0.19,0.25,0.3,0.41,0.46,0.56,0.53,0.68,28
was,0,0,0.01,0.01,0.01,0.01,0.06,0.08,0.09,0.15,0.21,0.23,0.34,0.32,0.45,NA
were,0,0,0,0.01,0.02,0,0.02,0.05,0.05,0.08,0.14,0.17,0.23,0.21,0.28,NA
will,0.01,0.01,0.01,0.03,0.03,0.02,0.07,0.1,0.11,0.17,0.22,0.27,0.38,0.37,0.5,NA
would,0,0,0,0,0.01,0.02,0.02,0.03,0.04,0.08,0.09,0.13,0.17,0.19,0.26,NA
and,0.01,0.01,0.02,0.06,0.07,0.09,0.18,0.28,0.32,0.37,0.44,0.5,0.64,0.62,0.72,28
because,0,0,0.01,0.02,0.03,0.04,0.1,0.13,0.12,0.15,0.27,0.3,0.37,0.42,0.49,NA
but,0,0,0,0.01,0.02,0.04,0.04,0.05,0.07,0.11,0.17,0.23,0.25,0.27,0.39,NA
if,0,0.01,0,0.01,0.01,0.02,0.02,0.03,0.04,0.1,0.08,0.12,0.19,0.2,0.23,NA
so,0,0.01,0.01,0.02,0.03,0.05,0.06,0.1,0.1,0.15,0.2,0.25,0.29,0.3,0.38,NA
then,0,0,0,0.01,0.02,0.02,0.03,0.06,0.07,0.11,0.2,0.21,0.28,0.24,0.34,NA
