Word,Length,LgSUBTLWF,OLD
retaliate,9,1.813,3
retaliated,10,0.954,3.3
retaliating,11,0.845,3.25
retaliation,11,1.69,2.8
retard,6,2.305,1.9
retardation,11,1.23,3.05
retarded,8,2.504,2.25
retarding,9,0.301,2.35
retch,5,1.204,1.75
retching,8,1.301,1.9
retell,6,0.301,2.1
retelling,9,0.477,2.45
retention,9,1.176,2.5
retentive,9,0.602,2.75
retentiveness,13,0.301,4.6
rethink,7,1.959,2.75
reticence,9,0.845,3
reticent,8,1.114,2.8
retied,6,,1.9
retina,6,1.58,1.9
retinal,7,1.556,2.4
retinue,7,,2.65
retire,6,2.699,1.85
retired,7,2.79,1.85
retirement,10,2.635,3.1
retirements,11,0.301,3.35
retires,7,1.38,2.2
retiring,8,2.083,2.05
retold,6,0.699,2.3
retool,6,0.778,2.6
retort,6,1.146,1.9
retorted,8,0.301,2.3
retouch,7,,2.9
retouching,10,0.699,3.1
retrace,7,1.556,2.4
retraced,8,0.602,2.45
retracing,9,0.477,2.75
retract,7,1.875,2.2
retracted,9,1.176,2.4
retractile,10,,3.1
retraction,10,1.716,2.45
retraining,10,0.699,2.5
retranslated,12,,4.2
retread,7,0.778,2.4
retreat,7,2.686,2.3
retreated,9,1.716,2.3
retreating,10,1.69,2.75
retreats,8,1.301,2.55
retrenching,11,,3.65
retrial,7,1.342,2.4
retribution,11,1.935,3.6
retrieval,9,1.763,3.15
retrieve,8,2.324,2.6
retrieved,9,1.633,2.65
retriever,9,1.591,3.1
retroactive,11,1.322,3.45
retrograde,10,1.255,4.5
retrogress,10,,4
retrogressive,13,0.301,4.85
retrospect,10,1.568,3.85
retrospection,13,,4.35
retrospective,13,1.204,3.95
retroversion,12,,4.2
retrovision,11,,3.9
return,6,3.67,2.35
returned,8,3.102,2.55
returning,9,2.772,2.75
returns,7,2.651,2.7
Reuben,6,1.785,2.8
reunion,7,2.654,2.7
reunions,8,1.532,2.8
reunite,7,1.568,2.65
reunited,8,1.964,2.75
reuniting,9,1.176,2.8
reupholstering,14,0.778,5.7
reusable,8,0.301,2.7
reuse,5,0.845,1.85
rev,3,2.318,1.8
revaluation,11,,2.5
revalue,7,0.301,2.6
revamp,6,0.699,2.55
revamped,8,0.602,2.85
revamping,9,0.477,2.95
reveal,6,2.679,1.85
revealed,8,2.476,1.85
revealing,9,2.134,2.25
reveals,7,2,2.15
reveille,8,1.602,2.9
revel,5,1.623,1.6
revelation,10,2.149,2.65
revelations,11,1.732,2.75
revelatory,10,,3.6
reveled,7,0.301,1.7
reveling,8,1.079,1.75
reveller,8,,2.5
revellers,9,0.602,2.8
revelling,9,0.477,2.1
revellings,10,,2.7
revelry,7,1,2.45
revels,6,1.255,1.65
revenge,7,2.988,2.6
revenue,7,2.09,2.35
revenuers,9,0.477,3.15
revenues,8,1.398,2.65
reverberant,11,0.301,4.15
reverberate,11,0.477,3.65
reverberated,12,0.301,3.75
reverberation,13,0.699,3.75
reverberations,14,0.477,4.4
revere,6,1.763,1.7
revered,7,1.623,1.65
reverence,9,1.839,2.55
reverend,8,2.984,2.4
reverent,8,1.079,2.4
reverential,11,,3.4
reverently,10,0.954,3.4
reverie,7,0.903,2.2
reversal,8,1.763,2.65
reverse,7,2.749,1.8
reversed,8,2.14,1.8
reverses,8,1.255,2.35
reversibility,13,,4.7
reversible,10,1.204,3.45
reversing,9,1.447,2.45
reversion,9,0.699,2.55
revert,6,1.556,1.9
reverted,8,1.041,1.9
revery,6,,1.8
review,6,2.878,1.9
reviewed,8,2.127,2.35
reviewer,8,1.431,2.65
reviewers,9,0.778,3.05
reviewing,9,2.017,2.7
reviews,7,2.182,2.45
revile,6,0.903,1.85
reviled,7,1,1.8
revise,6,1.653,1.8
revised,7,1.806,1.8
revising,8,1.176,1.95
revision,8,1.477,2.1
revisionism,11,,3.7
revisionist,11,1.146,3.55
revisionists,12,0.301,4.4
revisions,9,1.301,2.2
revisited,9,0.954,2.85
revitalization,14,,3.8
revitalize,10,1.146,3.35
revival,7,1.785,2.55
revivalism,10,,3.4
revivalist,10,,3.55
revivals,8,0.778,2.65
revive,6,1.978,1.8
revived,7,1.505,1.8
revivified,10,0.301,3.75
revivify,8,,3.25
reviving,8,1.23,2.15
revocable,9,0.602,3.05
revocation,10,0.477,2.4
revoke,6,1.58,1.9
revoked,7,1.806,1.95
revolt,6,1.903,2.1
revolted,8,1.041,2.05
revolting,9,1.996,2.45
revolts,7,0.778,2.5
revolution,10,2.799,2.35
revolutionaries,15,1.556,5.1
revolutionary,13,2.352,4
revolutionists,14,0.699,4.2
revolutionize,13,1.398,4.05
revolutionized,14,1.079,4.85
revolutions,11,1.491,2.55
revolution's,12,,
revolve,7,1.556,1.8
revolved,8,1,1.8
revolver,8,2.152,2.2
revolves,8,1.505,2.1
revolving,9,1.716,2.4
revue,5,1.58,2
revulsion,9,1.114,2.7
revved,6,1.114,1.95
reward,6,2.964,1.75
rewarded,8,2.179,2.35
rewarding,9,1.935,2.45
rewards,7,2.021,2
rewire,6,1.398,1.95
reword,6,0.301,1.9
rewrite,7,2.149,2.45
rewrites,8,1.38,2.75
rewriting,9,1.623,2.8
rewritten,9,1.362,3.2
rewrote,7,1.623,2.7
Rex,3,2.666,1.6
rhapsodize,10,,4.7
rhapsody,8,1.447,3.95
rhesus,6,1,2.7
rhetoric,8,1.342,3.6
rhetorical,10,1.699,3.55
rhetoricians,12,,4.85
rheumatic,9,0.954,3.2
rheumatics,10,,3.7
rheumatism,10,1.556,4
rheumatoid,10,0.903,4.5
Rhine,5,1.544,1.8
rhinestone,10,1.518,3.6
rhinestones,11,1.462,4.3
rhino,5,2.029,1.9
rhinoceros,10,1.591,4.75
rhinos,6,1.146,2.3
rhododendron,12,0.602,6.9
rhomboid,8,0.699,3.95
rhombus,7,0.602,3
rhubarb,7,1.748,3.85
rhyme,5,2.354,2.25
rhymes,6,2.182,2.45
rhyming,7,1.633,2.8
rhythm,6,2.746,3.3
rhythmic,8,1.724,3.5
rhythmical,10,0.602,4
rhythmically,12,1.114,4.5
rhythms,7,1.681,3.6
rib,3,2.48,1.35
ribbed,6,1.279,1.9
ribbing,7,1.041,1.9
ribbon,6,2.413,2.65
ribbons,7,2.176,2.8
ribcage,7,,2.95
riboflavin,10,0.845,5.1
ribonucleic,11,0.301,5.95
ribs,4,2.63,1.7
rice,4,2.886,1.15
rich,4,3.613,1.85
Richard,7,3.576,2.8
Richard's,9,,
richer,6,2.299,1.95
riches,6,2.233,1.9
richest,7,2.316,2.65
richly,6,1.431,2.55
Richmond,8,2.34,3.8
richness,8,1.204,2.75
Rick,4,3.126,1.1
rickets,7,1.322,1.65
rickettsia,10,,4.5
rickety,7,1.342,2.1
Rickey's,8,,
rickshaw,8,1.491,3.9
ricochet,8,1.398,3.55
ricocheted,10,0.954,4.25
rid,3,3.485,1.05
riddance,8,1.949,3.1
ridden,6,2.041,1.9
ridding,7,1.23,1.75
riddle,6,2.365,1.7
riddled,7,1.699,1.9
riddles,7,1.973,2
riddling,8,0.778,2.1
ride,4,3.839,1
rider,5,2.595,1.6
riders,6,2.201,1.8
rider's,7,,
rides,5,2.565,1.4
ridge,5,2.559,1.75
ridges,6,1.568,1.85
ridicule,8,2.004,3.45
ridiculed,9,1.602,3.7
ridiculing,10,0.778,3.8
ridiculous,10,3.453,4.3
riding,6,3.213,1.7
rife,4,1.431,1.35
riff,4,1.763,1.8
riffle,6,0.845,1.95
riffraff,8,1.724,4.3
rifle,5,2.872,1.7
rifled,6,0.845,1.9
rifleman,8,1.447,3.35
rifleman's,10,,
riflemen,8,1.041,3.45
riflemen's,10,,
rifles,6,2.418,1.9
rifle's,7,,
rifling,7,1.301,1.95
rift,4,1.748,1.6
rig,3,2.644,1.1
rigged,6,2.29,1.8
rigger,6,1,1.65
riggers,7,,1.9
rigging,7,1.748,1.85
right,5,5.311,1.45
righteous,9,2.303,3.4
righteousness,13,1.954,5.25
rightfield,10,,3.9
rightful,8,2.079,3
rightfully,10,1.935,3.35
righthander,11,,4.55
righthandler,12,,5.4
rightist,8,0.301,2.75
rightly,7,1.929,2.1
rightness,9,1,2.65
rights,6,3.179,1.75
rightward,9,0.301,3.7
rigid,5,1.982,1.95
rigidity,8,1.079,2.75
rigidly,7,0.954,2.7
rigmarole,9,0.845,4.45
rigorous,8,1.643,2.8
rigorously,10,1.041,3.7
rigs,4,1.447,1.55
rile,4,1.255,1.1
rim,3,2.1,1.1
rime,4,0.845,1.15
rimless,7,0.301,2.4
rimmed,6,,1.85
rims,4,1.602,1.7
rind,4,1.176,1.4
ring,4,3.675,1.3
ringed,6,0.954,1.6
ringer,6,1.935,1.45
ringers,7,1.447,1.7
ringing,7,2.954,1.55
ringings,8,,2.2
ringleader,10,1.447,4
ringler's,9,,
ringlet,7,,2.15
ringlets,8,0.602,2.6
ringmaster,10,1.322,3.95
rings,5,3.183,1.65
ringside,8,1.681,2.95
ringworm,8,0.778,3.65
rink,4,2.041,1.2
rinker,6,0.602,1.8
rinse,5,2.083,1.95
rinsing,7,0.602,1.9
Rio,3,2.544,1.6
riot,4,2.521,1.75
rioted,6,0.845,1.95
rioters,7,1.204,2
rioting,7,1.431,1.95
riotous,7,0.954,2.85
riots,5,2.086,1.85
rip,3,3.012,1
ripcord,7,0.477,3.05
ripe,4,2.33,1.25
ripen,5,1.176,1.9
ripened,7,0.778,2.65
ripening,8,0.845,2.75
ripped,6,2.988,1.5
ripping,7,2.312,1.6
ripple,6,1.892,1.8
rippled,7,0.699,1.8
ripples,7,1.663,2.2
rippling,8,1.491,2.15
ripsaw,6,,2.95
riptide,7,0.903,2.9
rise,4,3.146,1.1
risen,5,1.903,1.7
riser,5,1.279,1.6
rises,5,2.314,1.5
rising,6,2.634,1.75
risk,4,3.398,1.55
risked,6,2.292,2
risking,7,2.316,1.9
risks,5,2.522,1.8
risky,5,2.595,1.85
risotto,7,1.643,3.3
risque,6,0.903,2.45
rite,4,1.875,1.1
rites,5,1.982,1.6
ritual,6,2.66,2.5
ritualism,9,,3
ritualist,9,,3.15
ritualistic,11,1.447,3.65
ritualized,10,1.041,3.4
rituals,7,2.127,2.65
ritz,4,2.13,1.9
ritzy,5,1.301,2.15
rival,5,2.288,1.95
rivaled,7,0.602,2.3
rivalled,8,0.301,2.8
rivalries,9,0.778,3.5
rivalry,7,1.74,2.7
rivals,6,1.799,2.1
rival's,7,,
river,5,3.452,1.55
riverbank,9,1.544,3.75
riverbanks,10,0.778,4.55
riverbed,8,1.362,2.75
riverboat,9,1.322,3.7
rivers,6,2.435,1.65
riverside,9,1.954,3
riverside's,11,,
riverview,9,,3.7
rivet,5,1.255,1.9
riveting,8,1.38,2.7
rivets,6,1.322,1.9
Riviera,7,2.013,2.9
rivulet,7,0.477,2.75
rivulets,8,0.477,2.8
roach,5,2.134,1.8
road,4,3.757,1.55
roadbed,7,0.477,2.6
roadblock,9,2.009,4.1
roadbuilding,12,,4.65
roadhouse,9,1.591,2.9
roadie,6,1.322,2.4
roads,5,2.666,1.75
road's,6,,
roadside,8,1.724,2.85
roadster,8,1.279,2.7
roadway,7,1.079,2.75
roadways,8,0.778,3.25
roadworthy,10,,4.45
roam,4,2.24,1.65
roamed,6,1.398,1.85
roamer,6,0.301,1.9
roaming,7,1.903,1.85
roar,4,2.314,1.6
roared,6,1.255,1.85
roaring,7,2.196,1.85
roars,5,1.929,1.9
roast,5,2.699,1.75
roasted,7,1.94,1.85
roasts,6,1.146,1.85
rob,3,3.075,1.15
robbed,6,2.894,1.7
robber,6,2.38,1.8
robberies,9,2.193,3.45
robbers,7,2.365,2.3
robbery,7,3.07,2.45
robbing,7,2.521,1.8
Robby,5,,1.85
Robby's,7,,
robe,4,2.638,1.3
robed,5,0.778,1.65
Robert,6,3.508,1.9
Roberta,7,,2.8
Roberto,7,,2.8
robes,5,2.072,1.6
robin,5,3.105,1.95
Robinson,8,2.587,3.65
Robinson's,10,,
robot,5,2.794,1.9
robots,6,2.364,2.3
robs,4,1.672,1.4
Rob's,5,,
robust,6,1.568,2.25
robustness,10,,3.7
Rochester,9,1.532,3.35
rock,4,3.643,1.2
rockabye,8,0.699,3.75
rockbound,9,,3.85
rocked,6,2.161,1.55
Rockefeller,11,,5.15
rocker,6,1.813,1.75
rockers,7,1.362,1.9
rocket,6,2.782,1.6
rocketry,8,0.301,2.65
rockets,7,2.318,1.7
rocket's,8,,
Rockettes,9,,2.95
Rockies,7,1.623,2.35
rocking,7,2.35,1.8
rocklike,8,,3.05
rock'n'roll,11,,
Rockport,8,,3.35
rocks,5,3.067,1.7
rocky,5,2.907,1.85
rod,3,2.739,1.1
rode,4,2.725,1
rodent,6,1.968,1.95
rodents,7,1.716,2.7
rodeo,5,2.453,1.85
rodeos,6,1.079,2.05
Rodney,6,2.512,2.65
rods,4,1.968,1.45
Rod's,5,,
roe,3,1.724,1
Roger,5,3.405,1.9
rogue,5,2.281,1.85
rogues,6,1.255,2.25
roiling,7,0.602,1.8
role,4,2.969,1.1
roleplayed,10,,3.75
roleplaying,11,0.301,3.9
roles,5,2.173,1.55
roll,4,3.509,1.55
rolled,6,2.636,1.85
roller,6,2.468,1.9
rollicking,10,0.778,3.55
rolling,7,3.041,1.85
rolls,5,2.652,1.7
Roman,5,2.728,1.9
romance,7,2.899,2.65
romancers,9,,3.2
romances,8,1.69,2.75
romancing,9,1.301,2.95
Romanesque,10,0.602,4.7
Romania,7,,2.65
Romans,6,2.185,2.2
romantic,8,3.254,2.6
romantically,12,1.74,3.85
romanticism,11,1.041,3.85
romanticist,11,0.477,4.1
romanticize,11,1.079,4.1
romanticizing,13,0.699,5.1
romantics,9,1.114,2.8
Rome,4,2.986,1.2
Romeo,5,2.703,1.9
Romeo's,7,,
Rome's,6,,
romp,4,1.447,1.8
romped,6,0.477,1.9
romper,6,0.903,1.95
romping,7,1.301,2
Ron,3,,1.15
Ronald,6,2.334,2.6
rondo,5,0.954,2
roof,4,3.26,1.55
roofed,6,,1.85
roofer,6,1.255,1.9
roofer's,8,,
roofing,7,1.146,1.9
roofs,5,1.799,1.8
rooftop,7,1.914,3.15
rooftops,8,1.663,3.6
rooftree,8,0.301,3.65
rook,4,1.857,1.4
rookie,6,2.403,2.3
rookies,7,1.785,2.45
room,4,4.351,1.4
roomer,6,0.301,1.9
roomful,7,1.505,3
rooming,7,1.532,1.65
roommate,8,2.765,3.5
roommates,9,2.26,3.7
rooms,5,3.123,1.6
room's,6,,
roomy,5,1.322,1.9
Roosevelt,9,2.401,4.3
Roosevelt's,11,,
roost,5,1.663,1.85
rooster,7,2.297,1.85
roosters,8,1.23,2.5
root,4,2.728,1.2
rooted,6,1.716,1.7
rooting,7,2.029,1.65
rootless,8,0.477,2.65
roots,5,2.513,1.6
rope,4,3.064,1
roped,5,1.69,1.4
ropes,5,2.483,1.55
ropewalk,8,,3.8
Rorschach,9,1.204,4.65
Rosa,4,2.413,1.85
rosaries,8,0.845,3
rosary,6,1.792,2.45
rose,4,3.432,1
rosebud,7,1.863,2.95
rosebuds,8,1.146,3.65
rosebush,8,0.778,3.7
roseleaf,8,,4
rosemary,8,2.403,3.6
rosen,5,,1.8
roses,5,2.86,1.35
Rose's,6,,
rosette,7,0.778,2.8
rosettes,8,0.477,2.85
rosewater,9,0.477,3.45
rosewood,8,1.23,3.4
Rosie,5,,1.9
rosin,5,1.041,1.8
Ross,4,3.172,1.2
roster,6,2.045,1.85
Roswell,7,,2.85
rosy,4,2.23,1.6
rot,3,2.597,1
Rotarians,9,,3.55
rotary,6,1.447,2.3
rotate,6,1.996,1.85
rotated,7,1.301,1.9
rotates,7,1.041,2.3
rotating,8,1.763,2.05
rotation,8,2.176,2.1
rotationally,12,,3.7
rotations,9,1,2.3
rote,4,0.845,1.15
rotisserie,10,1,4.95
rotor,5,1.398,1.95
rots,4,1.653,1.35
rotten,6,2.95,1.95
rotting,7,2.223,1.75
rotund,6,0.845,2.2
rotunda,7,1.447,2.8
rotundity,9,,3.55
rouge,5,2.22,1.8
rough,5,3.281,1.7
roughage,8,1.146,3.2
roughcast,9,,3.6
roughed,7,1.477,1.85
roughen,7,,2.35
roughened,9,,3.4
rougher,7,1.591,2.3
roughest,8,1.362,2.6
roughhouse,10,1.176,3.7
roughish,8,,2.95
roughly,7,2.207,2.7
roughneck,9,1.518,3.6
roughness,9,0.699,2.75
roughrider,10,,4.35
roughshod,9,1.176,3.85
roulette,8,2.104,3.3
round,5,3.531,1.45
roundabout,10,1.362,4.7
rounded,7,1.924,1.65
roundhouse,10,1,3.65
rounding,8,1.959,1.8
roundly,7,0.477,2.45
roundness,9,0.477,2.65
rounds,6,2.745,1.6
round's,7,,
roundsman,9,,3.55
roundup,7,1.771,2.7
roundups,8,0.477,3
rouse,5,1.681,1.4
roused,6,1.079,1.7
rousing,7,1.415,1.9
Rousseau,8,1.716,3.65
Rousseau's,10,,
rout,4,1.279,1.5
route,5,3.037,1.7
routed,6,1.58,1.75
routes,6,2.033,1.9
routine,7,3.006,2.5
routinely,9,1.477,3.55
routines,8,1.763,2.65
routings,8,,2.4
rove,4,1.771,1
roved,5,0.477,1.6
rover,5,2.233,1.45
roving,6,1.591,1.8
row,3,3.128,1
rowboat,7,1.74,2.85
rowdy,5,1.724,1.9
rowed,5,1.176,1.5
rower,5,0.301,1.45
rows,4,1.968,1.4
Roxy,4,2.114,1.75
Roy,3,,1.25
royal,5,3.074,1.9
royale,6,1.613,2.4
royalist,8,0.301,2.7
royalties,9,1.58,3.15
royalty,7,2.303,2.75
Roy's,5,,
rub,3,2.897,1.2
rubbed,6,2.143,1.8
rubber,6,2.854,1.8
rubberized,10,,3.9
rubberneck,10,0.602,4.7
rubbery,7,1,2.55
rubbing,7,2.384,1.85
rubbish,7,2.456,2.85
rubble,6,1.954,1.85
rubdown,7,1.505,3.2
rubella,7,0.301,3
rubicon,7,0.903,3
rubies,6,1.74,2.05
rubric,6,0.477,2.65
ruby,4,2.784,1.85
rucksack,8,0.954,3.8
ruckus,6,1.881,2.55
rudder,6,2.299,1.9
rudderless,10,0.699,3.8
ruddiness,9,0.301,3.1
ruddy,5,1.568,1.85
rude,4,3.051,1.4
rudely,6,1.38,2.45
rudeness,8,1.643,2.9
rudiment,8,0.699,2.8
rudimentary,11,1.544,4.35
Rudolph,7,,3.8
Rudy,4,,1.8
rue,3,1.959,1.2
ruefully,8,,2.95
ruefulness,10,,3.35
ruffian,7,1.462,2.75
ruffians,8,1.23,3.2
ruffle,6,1.477,1.7
ruffled,7,1.398,2
ruffles,7,1.462,2.3
rug,3,2.726,1.15
rugby,5,1.653,2.1
rugged,6,2.013,1.6
ruggedly,8,0.602,3.1
rugs,4,1.806,1.55
ruin,4,3.163,1.75
ruination,9,1.398,2.9
ruined,6,3.115,1.9
ruining,7,2.579,1.9
ruinous,7,0.778,2.6
ruins,5,2.354,1.8
rule,4,3.39,1.5
rulebook,8,,3.85
ruled,5,2.45,1.85
ruler,5,2.212,1.8
rulers,6,1.447,1.9
rules,5,3.536,1.65
ruling,6,2.322,1.95
rulings,7,0.699,2.5
ruling's,8,,
rum,3,2.583,1.3
rumba,5,1.792,2
rumble,6,2.146,1.35
rumbled,7,0.845,1.5
rumbles,7,1.491,1.8
rumbling,8,2.114,1.85
ruminate,8,0.778,2.65
rumination,10,0.301,2.7
rummage,7,1.613,2.8
rummaged,8,0.903,2.9
rummaging,9,1.342,3.35
rummy,5,1.875,1.75
rumor,5,2.726,1.95
rumored,7,1.778,2.7
rumors,6,2.671,2.45
rump,4,1.863,1.45
rumple,6,0.903,1.85
rumpled,7,0.903,1.85
run,3,4.252,1
runabout,8,0.602,3.65
runaway,7,2.318,2.8
rundown,7,1.875,2.75
rune,4,1.708,1.35
runes,5,1.322,1.7
rung,4,1.857,1.45
runic,5,0.477,1.9
runner,6,2.405,1.9
runners,7,2.029,1.9
running,7,3.906,1.8
runny,5,1.819,1.8
runoff,6,1.041,2.9
runs,4,3.214,1.35
runt,4,2.1,1.3
runway,6,2.447,2.6
runways,7,1.255,2.75
rupee,5,0.477,1.95
rupees,6,1.041,2.45
rupture,7,1.826,2.4
ruptured,8,1.982,2.65
rural,5,1.778,1.9
ruse,4,1.935,1.25
rush,4,3.205,1.25
rushed,6,2.43,1.65
rushes,6,1.806,1.75
rushing,7,2.489,1.75
Rushmore,8,,3.45
rusk,4,1.398,1.55
Russ,4,2.661,1.35
Russell,7,2.967,2.7
Russell's,9,,
russet,6,0.954,2
Russia,6,2.8,2.5
Russian,7,3.177,2.5
Russians,8,2.708,2.7
Russia's,8,,
rust,4,2.107,1.15
rusted,6,1.568,1.6
rustic,6,1.613,2.3
rusting,7,1.301,1.7
rustle,6,1.771,1.8
rustled,7,0.845,1.8
rustler,7,1.415,1.8
rustlers,8,1.602,2.5
rustling,8,2.013,2.1
rustproof,9,0.301,4.1
rusty,5,2.818,1.6
rut,3,1.898,1.05
rutabaga,8,1.279,4
Ruth,4,3.023,1.8
Rutherford,10,1.462,4.7
ruthless,8,2.326,2.9
ruthlessness,12,0.778,4.25
Ruth's,6,,
ruts,4,0.699,1.35
rutted,6,,1.8
Rwanda,6,,2.7
Ryan,4,,1.9
rye,3,2.328,1.6
Sabbath,7,1.94,3.15
sabbatical,10,1.69,4.25
saber,5,1.623,1.8
Sabine,6,1.079,1.95
sable,5,1.633,1.45
sables,6,1,1.65
sabotage,8,2.297,3.3
saboteur,8,1.462,3.55
sabre,5,1,1.95
sac,3,1.826,1.45
saccharin,9,0.602,3.85
saccharine,10,0.845,4.1
sachet,6,0.602,1.95
sack,4,2.82,1
sackcloth,9,0.954,4
sacker,6,1.146,1.8
sacking,7,0.954,1.55
sacks,5,2.037,1.4
sacral,6,0.602,2.3
sacrament,9,1.462,3.4
Sacramento,10,1.869,4.2
sacraments,10,0.903,3.6
sacred,6,2.855,2
sacredness,10,0.602,3.6
sacrifice,9,2.961,3.45
sacrificed,10,2.352,3.5
sacrifices,10,2.295,3.5
sacrificial,11,1.477,4.2
sacrificing,11,1.881,4.4
sacrilege,9,1.568,3.95
sacrilegious,12,1.322,5.3
sad,3,3.51,1
sadden,6,0.699,1.8
saddened,8,1.591,2.75
sadder,6,1.74,1.8
saddle,6,2.602,1.7
saddlebag,9,1.146,3.65
saddlebags,10,1.23,4.35
saddled,7,1.806,1.9
saddles,7,1.58,2
sadism,6,1,2.35
sadist,6,1.748,2.25
sadistic,8,1.944,2.9
sadly,5,2.382,1.85
sadness,7,2.389,2.35
sadomasochism,13,0.477,6.6
safari,6,2.029,2.75
safe,4,3.864,1.55
safecracker,11,0.903,4.7
safeguard,9,1.69,3.65
safeguards,10,1.362,4.25
safekeeping,11,1.672,4.7
safely,6,2.754,2
safer,5,2.764,1.75
safest,6,2.114,2.2
safeties,8,1.041,2.95
safety,6,3.217,2.45
saffron,7,1.505,2.95
sag,3,1.623,1
saga,4,1.613,1.75
sage,4,1.954,1.05
sagebrush,9,1.204,4.45
sages,5,1.114,1.4
sagged,6,0.301,1.6
sagging,7,1.23,1.75
Sagittarius,11,1.176,4.9
sags,4,0.778,1.2
Sahara,6,1.863,2.6
said,4,4.752,1.45
Saigon,6,2.328,2.4
sail,4,2.846,1.15
sailboat,8,1.919,3.2
sailboats,9,1.079,3.5
sailcloth,9,0.477,3.5
sailed,6,2.272,1.6
sailing,7,2.682,1.55
sailor,6,2.801,1.9
sailorly,8,,3.3
sailors,7,2.35,2.55
sailplane,9,,3.75
sails,5,2.217,1.4
saint,5,2.961,1.75
sainted,7,1.505,1.85
sainthood,9,1.079,3.8
saintliness,11,,3.85
saintly,7,1.255,2.45
saints,6,2.26,1.9
sake,4,3.515,1
salable,7,0.301,2.25
salacious,9,1.041,2.95
salad,5,2.939,1.95
salads,6,2.34,2.1
salamander,10,0.954,3.9
salami,6,2.061,2.6
salaried,8,1,2.85
salaries,8,1.724,2.7
salary,6,2.74,2
sale,4,3.113,1
Salem,5,1.799,1.9
sales,5,2.812,1.25
salesclerk,10,,4.8
salesgirl,9,1.342,4.4
saleslady,9,0.954,3.95
salesman,8,2.727,2.7
salesman's,10,,
salesmanship,12,1.079,4.55
salesmen,8,1.996,2.95
salesroom,9,,3.85
saleswoman,10,1.204,4.2
salient,7,1.146,2.4
salify,6,,2.25
saline,6,2.245,1.95
Salinger,8,,2.5
salinity,8,0.477,2.85
Salisbury,9,1.602,3.95
saliva,6,2.134,2.65
salivary,8,0.778,2.65
salivate,8,0.699,2.75
salivation,10,,2.75
sallow,6,0.845,1.6
Sally,5,3.131,1.55
Sally's,7,,
salmon,6,2.525,1.95
salmonella,10,1.447,4.9
salon,5,2.371,1.75
salons,6,1.362,1.8
saloon,6,2.42,1.85
saloons,7,1.477,2.45
salt,4,2.998,1.6
saltbush,8,,3.7
saltcellar,10,,4.55
salted,6,1.477,1.8
salter,6,0.845,1.75
salter's,8,,
salting,7,1.041,1.95
saltlick,8,,3.75
saltpan,7,0.301,2.9
salts,5,1.869,1.8
saltshaker,10,0.845,4.45
saltwater,9,1.505,3.55
salty,5,2.107,1.85
salutary,8,0.477,2.8
salutation,10,0.845,2.75
salute,6,2.569,1.9
saluted,7,1.176,2.15
Salvador,8,2.017,3.5
Salvadorean,11,,5.5
salvage,7,2.324,2.6
salvaging,9,1.176,3.1
salvation,9,2.41,2.75
salve,5,1.477,1.65
salves,6,0.301,1.6
Sam,3,3.798,1
Samaritan,9,1.771,3.8
samba,5,1.477,1.9
same,4,4.328,1.15
sameness,8,0.954,2.65
Sammy,5,2.848,1.95
Samoa,5,0.602,1.9
Samoan,6,0.954,2.25
sample,6,2.872,1.75
sampled,7,1.398,1.85
sampler,7,1.23,1.85
samplers,8,0.845,2.45
samples,7,2.646,1.75
sampling,8,1.58,2.25
Sampson,7,,2.7
Sam's,5,,
Samuel,6,2.538,2.6
Samuels,7,,2.85
samurai,7,2.207,3
sanatorium,10,1.447,4
Sanchez,7,,2.75
Sancho,6,1.69,2.6
sanctified,10,1.322,3.5
sanctify,8,0.778,2.9
sanctimonious,13,1.633,5.1
sanctimony,10,0.477,3.6
sanction,8,1.643,2.3
sanctioned,10,1.763,3.35
sanctions,9,1.544,2.6
sanctity,8,1.929,2.8
sanctuary,9,2.344,3.5
sanctuary's,11,,
sanctum,7,1.532,3
sand,4,3.015,1.2
sandal,6,1.079,1.85
sandals,7,1.949,2.25
sandalwood,10,1.146,4.5
sandbag,7,1.301,2.4
sandbank,8,0.477,3.05
sandbar,7,0.602,2.45
sandbars,8,0.602,2.75
sandblast,9,,3.7
sandbox,7,1.74,2.9
sandcastle,10,0.699,4.3
sander,6,1.447,1.55
sanding,7,1.114,1.75
sandman,7,2.097,2.55
sandpaper,9,1.362,3.65
sandpiper,9,0.954,3.55
sandpit,7,,2.95
Sandra,6,2.571,2
sands,5,2.037,1.6
sandstone,9,1.23,3.5
sandstorm,9,1.633,3.55
sandwich,8,3.049,3.7
sandwiches,10,2.691,4.25
sandy,5,3.075,1.65
sane,4,2.45,1
saner,5,1.041,1.75
sanest,6,1.114,1.95
sang,4,2.623,1.2
sangria,7,0.954,2.95
sanguine,8,0.903,3
sanguineous,11,,4.9
Sanhedrin,9,0.477,4
sanitarium,10,2.064,3.8
sanitary,8,1.653,2.7
sanitation,10,1.785,2.75
sanity,6,2.146,1.95
sank,4,2.045,1.1
sans,4,1.398,1
Sanskrit,8,1.322,3.9
Santa,5,3.377,2
Santa's,7,,
sap,3,2.253,1
sapling,7,1,1.8
sapped,6,0.954,1.55
sapphire,8,1.792,3.4
sapping,7,0.301,1.45
sappy,5,1.643,1.8
saps,4,1.556,1.25
Sara,4,,1.85
Sarah,5,3.343,1.95
Sarah's,7,,
Sara's,6,,
Sarasota,8,,3.55
Saratoga,8,1.623,3.7
sarcasm,7,2.167,2.85
