Word,Dom_PoS
leaseholders,Noun
leases,Noun
leash,Noun
leashed,Verb
leashes,Noun
leasing,Verb
least,Adverb
leastways,Noun
leastwise,Adverb
leat,Noun
leather,Noun
leatherette,Noun
leatherhead,Name
leathering,Verb
leatherjacket,Noun
leatherneck,Verb
leathernecks,Noun
leathers,Noun
leathery,Adjective
leave,Verb
leaved,Verb
leavened,Adjective
leavening,Verb
leavens,Verb
leaver,Noun
leavers,Noun
leaves,Verb
leaving,Verb
leavings,Noun
leavy,Name
lebanese,Adjective
lebanon,Name
lebensraum,Noun
lech,Noun
leche,Noun
lecher,Noun
lecherous,Adjective
lechers,Noun
lechery,Noun
leches,Noun
lecithin,Noun
lectern,Noun
lection,Noun
lector,Noun
lecture,Noun
lectured,Verb
lecturer,Noun
lecturers,Noun
lectures,Noun
lectureship,Noun
lecturing,Verb
led,Verb
leda,Name
lederhosen,Noun
ledge,Noun
ledger,Noun
ledgers,Noun
ledges,Noun
leds,Noun
lee,Name
leech,Noun
leechcraft,Noun
leeched,Verb
leeches,Noun
leeching,Verb
leeds,Name
leek,Noun
leeks,Noun
leer,Name
leered,Verb
leering,Verb
leers,Noun
leery,Name
lees,Name
leetle,Noun
leeward,Adverb
leeway,Noun
leeways,Noun
left,Verb
lefter,Adjective
lefties,Noun
leftist,Noun
leftists,Noun
leftover,Adjective
leftovers,Noun
lefts,Noun
lefty,Noun
leg,Noun
legacies,Noun
legacy,Noun
legal,Adjective
legalese,Noun
legalise,Verb
legalised,Adjective
legalist,Noun
legalistic,Adjective
legalities,Noun
legality,Noun
legalization,Noun
legalize,Verb
legalized,Adjective
legalizing,Verb
legally,Adverb
legals,Noun
legate,Noun
legatee,Noun
legation,Noun
legations,Noun
legato,Adverb
legatos,Noun
legend,Noun
legendary,Adjective
legends,Noun
leger,Noun
legerdemain,Noun
legged,Adjective
legging,Verb
leggings,Noun
leggy,Adjective
leghorn,Noun
leghorns,Noun
legible,Adjective
legibly,Adverb
legion,Noun
legionary,Adjective
legioned,Adjective
legionnaire,Noun
legionnaires,Noun
legions,Noun
legislate,Verb
legislates,Verb
legislating,Verb
legislation,Noun
legislative,Adjective
legislator,Noun
legislators,Noun
legislature,Noun
legislatures,Noun
legit,Noun
legitimacy,Noun
legitimate,Adjective
legitimately,Adverb
legitimates,Verb
legitimise,Verb
legitimize,Verb
legitimized,Verb
legitimizer,Noun
legitimizes,Verb
legitimizing,Verb
legits,Noun
legless,Adjective
legman,Noun
legroom,Noun
legs,Noun
legumes,Noun
legwarmer,Noun
legwarmers,Noun
legwork,Noun
lehrman,Name
lehua,Noun
lei,Unclassified
leicester,Name
leighton,Name
leipzig,Name
leis,Noun
leisure,Noun
leisurely,Adjective
leisures,Noun
leisurewear,Verb
leitmotif,Noun
lek,Noun
lekker,Adjective
leme,Noun
lemma,Noun
lemming,Noun
lemmings,Noun
lemmon,Name
lemon,Noun
lemonade,Noun
lemonades,Noun
lemongrass,Noun
lemons,Noun
lemony,Adjective
lempiras,Noun
lemur,Noun
lemurs,Noun
lend,Verb
lender,Noun
lenders,Noun
lending,Verb
lends,Verb
lene,Noun
leng,Name
length,Noun
lengthen,Verb
lengthened,Verb
lengthening,Noun
lengthens,Verb
lengths,Noun
lengthwise,Adverb
lengthy,Adjective
lenience,Noun
leniency,Noun
lenient,Adjective
leniently,#N/A
lenin,Name
leningrad,Name
leninist,Adjective
leno,Name
lens,Noun
lense,Noun
lenses,Noun
lensman,#N/A
lent,Verb
lenten,Verb
lentil,Noun
lentils,Noun
lento,Name
leo,Name
leon,Name
leonard,Name
leonardo,Name
leone,Noun
leonid,Name
leopard,Noun
leopards,Noun
leos,Name
leotard,Noun
leotards,Noun
lep,Noun
leper,Noun
lepers,Noun
lepidoptera,Name
lepidopterist,Noun
leprechaun,Noun
leprechauns,Noun
leprosy,Noun
leprous,Adjective
lepton,Noun
leptons,Noun
leptospirosis,Noun
les,Name
lesbian,Noun
lesbianism,Noun
lesbians,Noun
lesed,Adjective
lesion,Noun
lesions,Noun
less,Adverb
lessee,Noun
lessees,Noun
lessen,Verb
lessened,Verb
lessening,Noun
lessens,Verb
lesser,Adjective
lesson,Noun
lessons,Noun
lessor,Noun
lest,Conjunction
leste,Name
lester,Name
let,Verb
letch,Noun
letchy,Adjective
letdown,Noun
letdowns,Noun
lete,Noun
lethal,Adjective
lethality,Noun
lethally,Adverb
lethargic,Adjective
lethargy,Noun
lethe,Name
lethean,Adjective
lethes,Noun
leto,Name
lets,Verb
lett,Verb
letter,Noun
letterbox,Noun
lettered,Verb
letterhead,Noun
letterheads,Noun
lettering,Noun
letterman,Name
letters,Noun
letting,Verb
lettuce,Noun
lettuces,Noun
letup,Noun
leu,Noun
leucocyte,Noun
leucocytosis,Noun
leucotomy,Noun
leukaemia,Noun
leukemia,Noun
leukocyte,Noun
leukocytes,Noun
lev,Name
leva,Noun
levant,Name
levantine,Adjective
levator,Noun
leve,Verb
levee,Noun
levees,Noun
level,Noun
leveled,Verb
leveler,Noun
levelers,Noun
levelheaded,Adjective
levelheadedness,Noun
leveling,Verb
levelled,Verb
leveller,Noun
levelling,Verb
levels,Noun
lever,Noun
leverage,Noun
leveraged,Adjective
leveraging,Verb
leveret,Noun
levers,Noun
levi,Name
leviathan,Noun
leviathans,Noun
levied,Verb
levin,Name
levins,Name
levis,Name
levitate,Verb
levitated,Verb
levitating,Verb
levitation,Noun
levite,Noun
leviticus,Noun
levity,Noun
levy,Name
levying,Verb
lew,Name
lewd,Adjective
lewdly,Adverb
lewdness,Noun
lewis,Name
lewises,Name
lex,Name
lexic,Adjective
lexicon,Noun
lexis,Noun
ley,Name
leyden,Name
lf,Name
lg,Name
lh,Name
lhb,Noun
li,Name
liabilities,Noun
liability,Noun
liable,Adjective
liaise,Verb
liaising,Verb
liaison,Noun
liaisons,Noun
liana,Name
liane,Noun
liang,Name
liar,Noun
liars,Noun
lib,Noun
libation,Noun
libations,Noun
libbers,Noun
libel,Noun
libeled,Verb
libeling,Name
libelled,Verb
libelous,Adjective
liber,Noun
libera,Noun
liberal,Adjective
liberalism,Noun
liberalization,Noun
liberally,Adverb
liberals,Noun
liberate,Verb
liberated,Verb
liberates,Verb
liberating,Adjective
liberation,Noun
liberator,Noun
liberators,Noun
liberia,Name
liberian,Adjective
libertarian,Noun
libertarianism,Noun
libertarians,Noun
liberties,Noun
libertine,Noun
libertines,Noun
liberty,Noun
liberum,Noun
libidinal,Adjective
libidinally,Adverb
libidinous,Adjective
libido,Noun
libidos,Noun
libra,Name
librairie,Name
librarian,Noun
librarians,Noun
libraries,Noun
library,Noun
libration,Noun
libre,Name
libretto,Noun
libri,Name
libris,Name
libs,Noun
libya,Name
libyan,Adjective
libyans,Noun
lice,Noun
licence,Noun
licences,Noun
license,Noun
licensed,Adjective
licensee,Noun
licenses,Noun
licensing,Noun
licensure,Noun
licentious,Adjective
licentiousness,Noun
lichen,Noun
lick,Verb
licked,Verb
licker,Noun
lickers,Noun
lickety,Adjective
licking,Verb
lickings,Noun
licks,Verb
lickspittle,Verb
licorice,Noun
licour,Noun
lid,Noun
lidded,Adjective
lidia,Noun
lidless,Adjective
lido,Noun
lidocaine,Noun
lids,Noun
lie,Verb
liebig,Name
liechtenstein,Name
lied,Verb
lieder,Unclassified
liederkranz,Name
lief,Noun
liege,Noun
lien,Name
liens,Noun
lier,Noun
lies,Noun
liest,Adjective
lieu,Preposition
lieut,Verb
lieutenancy,Noun
lieutenant,Noun
lieutenants,Noun
lieutenantship,Noun
life,Noun
lifebelt,Noun
lifebelts,Noun
lifeblood,Noun
lifeboat,Noun
lifeboatmen,Noun
lifeboats,Noun
lifebuoy,Noun
lifeguard,Noun
lifeguards,Noun
lifeless,Adjective
lifelessly,Adverb
lifelessness,Noun
lifelike,Adjective
lifeline,Noun
lifelines,Noun
lifelong,Adjective
lifer,Noun
lifers,Noun
lifesaver,Noun
lifesavers,Noun
lifesaving,Adjective
lifespan,Noun
lifespans,Noun
lifestyle,Noun
lifestyles,Noun
lifetime,Noun
lifetimes,Noun
lift,Verb
lifted,Verb
lifter,Noun
lifters,Noun
lifting,Verb
liftoff,Noun
lifts,Verb
ligament,Noun
ligamental,Adjective
ligaments,Noun
ligas,Noun
ligate,Verb
ligated,Verb
ligating,Noun
ligation,Noun
ligature,Noun
ligatured,Verb
ligatures,Noun
liger,Noun
ligger,Noun
light,Noun
lighted,Verb
lighten,Verb
lightened,Verb
lightener,Noun
lightening,Verb
lightens,Verb
lighter,Noun
lighters,Noun
lightest,Adjective
lightfoot,Noun
lightful,Adjective
lightheaded,Verb
lightheadedness,Noun
lighthearted,Adjective
lightheartedness,Noun
lighthouse,Noun
lighthouses,Noun
lighting,Noun
lightings,Noun
lightish,Adjective
lightly,Adverb
lightman,Name
lightness,Noun
lightning,Noun
lightplane,Noun
lights,Noun
lightsome,Adjective
lightweight,Noun
lightweights,Noun
ligne,Noun
lignite,Noun
ligurian,Adjective
likability,Noun
likable,Adjective
like,Preposition
likeability,Noun
likeable,Adjective
liked,Verb
likelier,Adjective
likeliest,Adjective
likelihood,Noun
likely,Adjective
liken,Verb
likened,Verb
likeness,Noun
likenesses,Noun
likening,Verb
likes,Verb
likest,Adjective
likewise,Adverb
likin,Noun
liking,Verb
lila,Name
lilac,Adjective
lilacs,Noun
lilas,Noun
lile,Noun
lilies,Noun
lilith,Name
lilium,Unclassified
lill,Name
lilliputian,Adjective
lilly,Name
lilo,Noun
lilt,Noun
lilting,Verb
lilts,Verb
lily,Name
lim,Verb
lima,Name
liman,Name
limas,Noun
limb,Noun
limber,Adjective
limbering,Verb
limbic,Adjective
limbless,Adjective
limbo,Noun
limbs,Noun
limburger,Noun
lime,Noun
limeade,Noun
limed,Verb
limehouse,Name
limelight,Noun
limerick,Name
limericks,Noun
limes,Noun
limestone,Noun
limestones,Noun
limey,Noun
limeys,Noun
liminal,Adjective
limine,Noun
limit,Noun
limitation,Noun
limitations,Noun
limited,Adjective
limiteds,Noun
limiters,Noun
limiting,Verb
limitless,Adjective
limitlessness,Noun
limits,Noun
limo,Noun
limos,Noun
limousine,Noun
limousines,Noun
limp,Noun
limped,Verb
limpers,Noun
limpest,Adjective
limpet,Noun
limpid,Adjective
limpin,Noun
limping,Verb
limps,Noun
limpy,Name
lin,Name
lina,Name
linch,Noun
linchpin,Noun
lincoln,Name
lind,Name
linda,Name
lindane,Adjective
linden,Name
linder,Name
lindo,Name
lindy,Noun
line,Noun
linea,Noun
lineage,Noun
lineaments,Noun
linear,Adjective
linebacker,Noun
linebackers,Noun
lined,Verb
lineman,Noun
linemen,Noun
linen,Noun
linens,Noun
liner,Noun
liners,Noun
lines,Noun
linesman,Noun
linesmen,Noun
lineup,Noun
lineups,Noun
ling,Noun
linge,Noun
linger,Verb
lingered,Verb
lingerie,Noun
lingering,Adjective
lingeringly,Adverb
lingers,Verb
lingo,Noun
lingonberry,Noun
lings,Noun
lingua,Noun
lingual,Adjective
linguine,Noun
linguini,Noun
linguinis,Noun
linguist,Noun
linguistic,Adjective
linguistically,Adverb
linguistics,Noun
linguists,Noun
liniment,Noun
linin,Noun
lining,Noun
linings,Noun
link,Noun
linkage,Noun
linkages,Noun
linked,Verb
linker,Noun
linking,Verb
links,Noun
linkup,Noun
linkups,Noun
linky,Adjective
linn,Name
linnaean,Adjective
linnet,Noun
linnets,Noun
lino,Noun
linoleum,Noun
linotype,Noun
lins,Name
linseed,Noun
lint,Noun
lintels,Noun
linten,Name
linty,Noun
linwood,Name
lion,Noun
lionel,Name
lioness,Noun
lionesses,Noun
lionfish,Noun
lionheart,Noun
lionhearted,Verb
lionize,Verb
lions,Noun
lip,Noun
lipa,Name
lipase,Noun
lipid,Adjective
lipids,Noun
lipless,Adjective
lipoma,Noun
liposuction,Noun
lipped,Verb
lippen,Verb
lipper,Name
lipping,Verb
lippy,Adjective
lipreading,Verb
lips,Noun
lipstick,Noun
lipsticks,Noun
liquefaction,Noun
liquefied,Verb
liquefies,Verb
liquefy,Verb
liquescence,Noun
liqueur,Noun
liqueurs,Noun
liquid,Adjective
liquidate,Verb
liquidated,Verb
liquidates,Verb
liquidating,Verb
liquidation,Noun
liquidator,Noun
liquidators,Noun
liquidity,Noun
liquidness,Noun
liquids,Noun
liquified,Verb
liquify,Verb
liquifying,Verb
liquor,Noun
liquored,Verb
liquorice,Noun
liquorish,Adjective
liquors,Noun
lir,Name
lira,Noun
liras,Noun
lire,Noun
lis,Name
lisbon,Name
lisette,Noun
lish,Name
lisle,Name
lisp,Noun
lisping,Verb
lisps,Verb
lissome,Adjective
list,Noun
listed,Verb
listen,Verb
listened,Verb
listener,Noun
listeners,Noun
listening,Verb
listenings,Noun
listens,Verb
lister,Name
listeria,Noun
listers,Name
listing,Noun
listings,Noun
listless,Adjective
listlessly,Adverb
listlessness,Noun
lists,Noun
liszt,Noun
lit,Verb
litany,Noun
litch,Name
litchis,Noun
lite,Noun
liter,Noun
literacy,Noun
literal,Adjective
literally,Adverb
literary,Adjective
literate,Adjective
literately,Adverb
literati,Noun
literature,Noun
literatures,Noun
liters,Noun
lites,Noun
lith,Noun
lithe,Adjective
lithic,Adjective
lithium,Noun
litho,Name
lithograph,Noun
lithographic,Adjective
lithographs,Noun
lithography,Noun
lithophytic,Adjective
lithosphere,Noun
lithuania,Name
lithuanian,Adjective
lithuanians,Noun
litigant,Noun
litigants,Noun
litigate,Verb
litigated,Verb
litigating,Verb
litigation,Noun
litigations,Noun
litigator,Noun
litigators,Noun
litigious,Adjective
litmus,Noun
litre,Noun
litres,Noun
lits,Noun
litter,Noun
litterbug,Noun
litterbugs,Noun
littered,Verb
littering,Verb
litters,Noun
little,Adjective
littleness,Noun
littler,Adjective
littles,Name
littlest,Adjective
liturgy,Noun
livable,Adjective
live,Verb
liveable,Adjective
lived,Verb
livelier,Adjective
liveliest,Adjective
livelihood,Noun
livelihoods,Noun
livelong,Noun
lively,Adjective
liven,Verb
livened,Verb
livening,Verb
livens,Verb
liver,Noun
liveries,Noun
liverish,Verb
liverpool,Name
livers,Noun
liverwort,Verb
liverwurst,Verb
livery,Noun
lives,Noun
livest,Adjective
livestock,Noun
liveth,Verb
livid,Adjective
lividity,Noun
living,Verb
livings,Noun
livor,Noun
livre,Noun
livres,Noun
liza,Name
lizard,Noun
lizards,Noun
lizzie,Name
ll,Noun
llama,Noun
llamas,Noun
llano,Name
llb,Noun
lm,Noun
ln,Noun
lo,Interjection
loa,Noun
loach,Name
loaches,Noun
load,Noun
loaded,Verb
loader,Noun
loaders,Noun
loading,Verb
loadings,Noun
loads,Noun
loaf,Noun
loafer,Noun
loafers,Noun
loafing,Verb
loafs,Verb
loam,Noun
loan,Noun
loaned,Verb
loaner,Noun
loaners,Noun
loanin,Noun
loaning,Verb
loans,Noun
loanshark,Noun
loansharking,Verb
loath,Adjective
loathe,Verb
loathed,Verb
loather,Name
loathes,Verb
loathing,Noun
loathsome,Adjective
loathsomeness,Noun
loave,Noun
loaves,Noun
lob,Verb
lobar,Noun
lobbed,Verb
lobbied,Verb
lobbies,Noun
lobbing,Verb
lobby,Noun
lobbying,Verb
lobbyist,Noun
lobbyists,Noun
lobe,Noun
lobectomy,Noun
lobes,Noun
lobi,Adjective
lobo,Name
lobos,Noun
lobotomies,Noun
lobotomize,Verb
lobotomized,Verb
lobotomizes,Verb
lobotomy,Noun
lobs,Verb
lobscouse,Verb
lobster,Noun
lobsters,Noun
loc,Noun
loca,Noun
local,Adjective
locale,Noun
locales,Noun
localisation,Noun
localised,Adjective
localiser,Noun
localities,Noun
locality,Noun
localization,Noun
localize,Verb
localized,Adjective
localizer,Noun
locally,Adverb
locals,Noun
locate,Verb
located,Verb
locater,Noun
locaters,Noun
locates,Verb
locating,Verb
location,Noun
locations,Noun
locator,Noun
locators,Noun
loch,Noun
lochan,Name
loche,Name
loci,Noun
lock,Verb
lockbox,Noun
lockboxes,Noun
locked,Verb
locker,Noun
lockers,Noun
locket,Noun
lockets,Noun
locking,Verb
lockjaw,Noun
locknut,Noun
lockout,Noun
lockouts,Noun
locks,Noun
locksmith,Noun
locksmiths,Noun
lockup,Noun
lockups,Noun
locky,Name
loco,Noun
locoed,Verb
locomote,Verb
locomotion,Noun
locomotive,Noun
locomotives,Noun
locos,Noun
locoweed,Verb
loculated,Adjective
locum,Noun
locus,Noun
locust,Noun
locusts,Noun
lod,Noun
lode,Noun
loden,Name
lodestone,Noun
lodestones,Noun
lodge,Noun
lodged,Verb
lodgepole,Noun
lodger,Noun
lodgers,Noun
lodges,Noun
lodging,Verb
lodgings,Noun
loft,Noun
lofted,Adjective
loftier,Adjective
loftiness,Noun
lofts,Noun
lofty,Adjective
log,Noun
logan,Name
logans,Name
logarithm,Noun
logarithmic,Adjective
logarithmically,Adverb
logarithms,Noun
logbook,Noun
logbooks,Noun
loge,Noun
logged,Verb
logger,Noun
loggerheaded,Verb
loggers,Noun
loggin,Noun
logging,Verb
logic,Noun
logical,Adjective
logically,Adverb
logics,Noun
login,Noun
logistic,Adjective
logistical,Adjective
logistically,Adverb
logistician,Noun
logistics,Noun
logjam,Noun
logo,Noun
logon,Noun
logorrhea,Noun
logos,Noun
logotypes,Verb
logroller,Noun
logs,Noun
logwood,Noun
logy,Noun
lohan,Name
lohengrin,Unclassified
loin,Noun
loincloth,Noun
loincloths,Noun
loins,Noun
loiter,Noun
loiterer,Noun
loiterers,Noun
loitering,Verb
loiters,Noun
loka,Name
loki,Name
loli,Name
loll,Verb
lollapalooza,Noun
lollies,Noun
lolling,Verb
lollipop,Noun
lollipops,Noun
lolls,Verb
lolly,Noun
lollygag,Verb
lollygagging,Verb
lollypop,Noun
loma,Name
lombard,Name
lomita,Name
london,Name
londoner,Noun
londoners,Noun
lone,Adjective
lonelier,Adjective
loneliest,Adjective
loneliness,Noun
lonely,Adjective
loneness,Noun
loner,Noun
loners,Noun
lonesome,Adjective
lonesomeness,Noun
lonesomes,Noun
long,Adverb
longacre,Noun
longboat,Noun
longboats,Noun
longbow,Noun
longbowman,Noun
longe,Noun
longed,Verb
longer,Adverb
longest,Adjective
longevity,Noun
longhair,Verb
longhaired,Adjective
longhairs,Noun
longhorn,Noun
longhorns,Noun
longies,Noun
longing,Verb
longingly,Adverb
longings,Noun
longish,Adjective
longitude,Noun
longitudes,Noun
longitudinal,Adjective
longlegs,Noun
longneck,Noun
longs,Verb
longshanks,Name
longship,Noun
longshore,Adjective
longshoreman,Noun
longshoremen,Noun
longshot,Noun
longstanding,Adjective
longtime,Adjective
longue,Noun
longways,Noun
longworth,Name
longyi,Noun
loo,Noun
lood,Verb
looey,Noun
loof,Noun
loofa,Noun
loofah,Noun
loofahs,Noun
look,Verb
lookalike,Noun
lookalikes,Noun
lookdown,Noun
looked,Verb
lookee,Noun
looker,Noun
lookers,Noun
looking,Verb
lookout,Noun
lookouts,Noun
looks,Verb
lookup,Noun
looky,Adjective
loom,Noun
loomed,Verb
loomer,Name
looming,Verb
looms,Verb
loon,Noun
looney,Noun
loonie,Noun
loonier,Adjective
loonies,Noun
loons,Noun
loony,Adjective
loop,Noun
looped,Verb
looper,Noun
loophole,Noun
loopholed,Verb
loopholes,Noun
looping,Verb
loops,Noun
loopy,Adjective
loos,Noun
loose,Adjective
loosed,Verb
loosely,Adverb
loosen,Verb
loosened,Verb
looseners,Noun
looseness,Noun
loosening,Verb
loosens,Verb
looser,Adjective
looses,Verb
loosest,Adjective
loosing,Verb
loot,Noun
looted,Verb
looter,Noun
looters,Noun
looting,Noun
loots,Noun
lop,Verb
lope,Verb
lopes,Verb
loping,Verb
lopped,Verb
lopping,Verb
lops,Name
lopsided,Verb
loquacious,Adjective
loquitur,Noun
lor,Name
lora,Name
loran,Name
lorate,Verb
lord,Noun
lorded,Verb
lording,Verb
lordlings,Noun
lordly,Adjective
lordosis,Noun
lords,Noun
lordship,Noun
lordships,Noun
lordy,Noun
lore,Noun
lorel,Noun
lorelei,Name
loren,Name
lorgnette,Noun
lori,Name
lorimer,Name
loring,Name
loris,Name
lorn,Noun
loros,Name
lorries,Noun
lorry,Noun
lors,Noun
lory,Noun
lose,Verb
loser,Noun
losers,Noun
loses,Verb
losh,Verb
losing,Verb
loss,Noun
losses,Noun
lost,Verb
lot,Noun
lothario,Noun
lotion,Noun
lotions,Noun
loto,Noun
lots,Pronoun
lottery,Noun
lotto,Noun
lottos,Noun
lotus,Noun
lotuses,Noun
loud,Adverb
louder,Adjective
loudering,Verb
loudest,Adjective
loudly,Adverb
loudmouth,Noun
loudmouthed,Adjective
loudness,Noun
loudspeaker,Noun
loudspeakers,Noun
lough,Name
louie,Name
louis,Name
louise,Name
louisiana,Name
louisianan,Noun
louisville,Name
lounge,Noun
lounged,Verb
lounger,Adjective
lounges,Noun
lounging,Verb
loungy,Noun
loup,Name
loupe,Noun
lour,Noun
louse,Noun
loused,Verb
louses,Noun
lousier,Adjective
lousiest,Adjective
lousing,Verb
lousy,Adjective
lout,Noun
louts,Noun
louver,Noun
louvered,Adjective
louvers,Noun
louvre,Name
lovable,Adjective
lovably,Adverb
lovat,Noun
love,Verb
loveable,Adjective
lovebird,Noun
lovebirds,Noun
loved,Verb
loveful,Adjective
loveless,Adjective
lovelier,Adjective
lovelies,Noun
loveliest,Adjective
loveliness,Noun
lovelock,Name
lovelorn,Adjective
lovely,Adjective
lovemaking,Noun
lover,Noun
loverly,Adverb
lovers,Noun
loves,Verb
loveseat,Noun
lovesick,Adjective
lovesickness,Noun
lovey,Name
loving,Verb
lovingkindness,Noun
lovingly,Adverb
low,Adjective
lowa,Noun
lowball,Noun
lowborn,Adjective
lowboy,Name
lowbrow,Noun
lowbrows,Noun
lowder,Name
lowdown,Noun
lowe,Name
lower,Adjective
lowercase,Noun
lowerclassmen,Noun
lowered,Verb
lowering,Verb
lowers,Verb
lowery,Name
lowest,Adjective
lowing,Verb
lowland,Noun
lowlander,Noun
lowlands,Noun
lowliest,Adjective
lowlife,Noun
lowlifes,Noun
lowly,Adjective
lowman,Name
lowness,Noun
lowrie,Name
lowry,Name
lows,Noun
lox,Noun
loxed,Verb
loxodrome,Name
loy,Name
loyal,Adjective
loyalest,Adjective
loyalist,Adjective
loyalists,Noun
loyally,Adverb
loyalties,Noun
loyalty,Noun
lozenge,Noun
lozenges,Noun
lp,Noun
lr,Noun
ls,Number
lsc,Noun
lst,Noun
lt,Noun
lu,Name
luau,Noun
luaus,Noun
lub,Noun
lubber,Noun
lubberly,Adverb
lubbers,Noun
lube,Noun
lubed,Verb
lubes,Noun
lubricant,Noun
lubricants,Noun
lubricate,Verb
lubricated,Verb
lubricates,Verb
lubricating,Verb
lubrication,Noun
lubricator,Noun
lucan,Name
luce,Name
lucent,Adjective
lucerne,Name
luces,Verb
lucia,Name
lucian,Name
lucid,Adjective
lucidity,Noun
lucifee,Noun
lucifer,Name
lucille,Name
lucite,Noun
luck,Noun
lucked,Verb
luckier,Adjective
luckies,Noun
luckiest,Adjective
luckily,Adverb
lucking,Verb
luckless,Adjective
luckly,Adverb
lucks,Noun
lucky,Adjective
lucrative,Adjective
lucre,Noun
lucy,Name
lud,Name
ludden,Name
luddite,Noun
luddy,Name
ludicrous,Adjective
ludicrously,Adverb
ludicrousness,Noun
ludo,Name
ludwig,Name
luff,Verb
luffing,Verb
lug,Noun
luge,Noun
luger,Noun
luges,Noun
luggage,Noun
luggages,Noun
lugged,Verb
lugger,Noun
lugging,Verb
lugs,Noun
lugubrious,Adjective
lugubriousness,Noun
luke,Name
lukewarm,Adjective
lull,Noun
lullabies,Noun
lullaby,Noun
lulled,Verb
lulling,Verb
lulls,Verb
lully,Adverb
lulu,Name
lum,Noun
lumbago,Noun
lumbar,Noun
lumber,Noun
lumbered,Verb
lumbering,Adjective
lumberjack,Noun
lumberjacks,Noun
lumberman,Noun
lumbermen,Noun
lumbers,Verb
lumberyard,Noun
lumbricus,Noun
lumen,Noun
lumens,Noun
lumina,Noun
luminal,Noun
luminare,Noun
luminaries,Noun
luminary,Noun
luminesce,Verb
luminescence,Noun
luminescent,Adjective
luminosity,Noun
luminous,Adjective
lumme,Noun
lummox,Noun
lummy,Noun
lump,Noun
lumpectomy,Noun
lumped,Verb
lumpiest,Adjective
lumping,Verb
lumps,Noun
lumpy,Adjective
luna,Name
lunacy,Noun
lunar,Adjective
lunars,Noun
lunas,Name
lunate,Noun
lunatic,Noun
lunatics,Noun
lunch,Noun
lunchbox,Noun
lunchboxes,Noun
lunched,Verb
luncheon,Noun
luncheonette,Noun
luncheons,Noun
luncher,Noun
lunches,Noun
lunching,Verb
lunchroom,Noun
lunchrooms,Noun
lunchtime,Noun
lunchtimes,Noun
lune,Name
lunettes,Noun
lung,Noun
lunge,Verb
lunged,Verb
lunger,Noun
lunges,Verb
lungfish,Name
lungful,Noun
lunging,Adjective
lungs,Noun
lungwort,Noun
lunk,Noun
lunker,Noun
lunkhead,Noun
lunkheads,Noun
lunt,Name
lunts,Noun
lupe,Name
lupin,Noun
lupine,Noun
lupis,Noun
lupus,Noun
lurch,Noun
lurched,Verb
lurcher,Name
lurches,Verb
lurching,Verb
lure,Verb
lured,Verb
lures,Verb
lurg,Noun
lurid,Adjective
luring,Verb
lurk,Verb
lurked,Verb
lurker,Noun
lurkers,Noun
lurking,Verb
lurks,Verb
luscious,Adjective
lush,Adjective
lushes,Noun
lushing,Verb
lusk,Name
lust,Noun
lusted,Verb
luster,Noun
lustering,Verb
lustful,Adjective
lustfully,Adverb
lustfulness,Noun
lustily,Adverb
lusting,Verb
lustre,Noun
lustrous,Adjective
lustrum,Noun
lusts,Noun
lusty,Adjective
lut,Verb
lute,Noun
lutes,Noun
luther,Name
lutheran,Adjective
lutheranism,Noun
lutherans,Noun
luv,Noun
lux,Name
luxe,Adjective
luxembourg,Name
luxemburg,Name
luxuriant,Adjective
luxuriantly,Adverb
luxuriate,Verb
luxuriating,Verb
luxuries,Noun
luxurious,Adjective
luxuriously,Adverb
luxuriousness,Noun
luxury,Noun
lv,Number
lvov,Name
lx,Number
ly,Adverb
lyam,Noun
lycanthrope,Noun
lycanthropia,Noun
lycanthropic,Adjective
lycanthropy,Noun
lyceum,Noun
lychee,Noun
lychgate,Name
lycopodium,Noun
lye,Noun
lygus,Name
lying,Verb
lymph,Noun
lymphadenopathy,Noun
lymphatic,Adjective
lymphedema,Noun
lymphoblastic,Adjective
lymphocyte,Noun
lymphocytes,Noun
lymphocytic,Adjective
lymphoma,Noun
lymphomas,Noun
lymphomatoid,Adjective
lyn,Name
lynch,Name
lynched,Verb
lynchers,Noun
lynches,Verb
lynching,Noun
lynchings,Noun
lynchpin,Name
lynn,Name
lynx,Noun
lyon,Name
lyonnaise,Noun
lyophilize,Verb
lyra,Name
lyre,Noun
lyric,Noun
lyrical,Adjective
lyrically,Adverb
lyricism,Noun
lyricist,Noun
lyrics,Noun
lys,#N/A
lyse,Verb
lysed,Verb
lysergic,Adjective
lysine,Noun
lysis,Noun
lysol,Name
lyssa,Noun
lytic,Adjective
m,Letter
ma,Name
maam,Verb
maar,Name
mab,Name
mac,Name
macabre,Adjective
macadamia,Noun
macadamias,Noun
macao,Name
macaque,Noun
macaroni,Noun
macaronis,Noun
macaroon,Name
macaroons,Noun
macartney,Name
macaw,Noun
macaws,Noun
macbeth,Name
maccabees,Name
maccaroni,Noun
mace,Name
maced,Verb
macedoine,Noun
macedonia,Name
macedonian,Name
macedonians,Name
macer,Name
macerate,Verb
macerated,Verb
maceration,Noun
maces,Verb
macfarlane,Name
mach,Noun
machan,Noun
machete,Noun
machetes,Noun
machiavellian,Name
machin,Name
machina,Noun
machinal,Name
machination,Noun
machinations,Noun
machine,Noun
machined,Verb
machineries,Noun
machinery,Noun
machines,Noun
machinist,Name
machinists,Noun
machismo,Noun
machmeter,Name
