Word,Length,LgSUBTLWF,OLD,PLD
Passover,8,1.69,2.9,3.1
passport,8,2.728,3.2,3.65
password,8,2.611,3.35,3.25
past,4,3.8,1.1,1
pasta,5,2.337,1.85,2
paste,5,1.944,1.35,1
pasteboard,10,0.477,3.6,3.5
pasted,6,1.342,1.45,1.85
pastel,6,1.176,1.8,2.6
pastels,7,1.279,1.9,2.85
pastes,6,0.301,1.65,1.6
Pasteur,7,1.447,2.1,2.15
pasteurization,14,,4.75,5.2
pasteurize,10,0.301,3.8,4.2
pastime,7,1.623,2.45,2.7
pastimes,8,0.845,2.65,3.45
pasting,7,1.079,1.5,1.75
pastness,8,,2.7,3.8
pastor,6,2.342,1.9,1.4
pastoral,8,0.903,2.7,2.85
pastorale,9,0.301,3.4,5
pastors,7,0.699,2.05,1.7
pastor's,8,,,
pastrami,8,1.699,3.5,3.85
pastry,6,1.996,1.85,2.35
pasture,7,1.898,2,1.85
pastures,8,1.863,2.3,1.9
pasty,5,1.505,1.55,1.7
pat,3,2.97,1,1
Patagonians,11,,4.6,5
patch,5,2.949,1.5,1.3
patched,7,1.987,1.65,1.7
patches,7,1.909,1.7,1.6
patchwork,9,0.778,3.4,3.25
patchy,6,1,1.9,1.75
pate,4,1.532,1,1
patella,7,1.114,2.8,2.85
patent,6,2.104,1.75,1.95
patented,8,1.623,2.65,3.35
patentees,9,,3.35,3.8
patenting,9,0.602,2.8,2.95
patents,7,1.602,1.95,2.55
paternal,8,1.623,2.55,2.65
paternalism,11,,3.5,5.1
paternalistic,13,,4.3,6.1
paternally,10,,3.15,3.1
paternity,9,1.699,3.2,3.25
path,4,3.098,1.5,1.15
pathetic,8,3.092,2.8,2.6
pathfinder,10,0.845,4.5,4.6
pathless,8,0.477,2.65,1.95
pathogenesis,12,,5.35,6.55
pathogenic,10,0.301,4.15,4.6
pathologic,10,0.301,3.65,4.2
pathological,12,1.881,3.45,3.3
pathologist,11,1.623,3.65,3.85
pathology,9,1.869,3.2,2.8
pathos,6,1.114,2.15,2.7
paths,5,2.26,1.8,1.75
pathway,7,1.771,2.75,2.75
pathways,8,1.462,2.95,2.85
patience,8,2.895,2.85,2.2
patient,7,3.511,2.25,2
patiently,9,1.699,2.95,2.95
patients,8,3.18,2.5,2.55
patient's,9,,,
patina,6,0.845,2,2.75
patio,5,2.127,1.95,1.8
patriarch,9,1.23,3.35,3.8
patriarchal,11,1.176,4.3,5.25
patriarchy,10,0.602,3.75,4.25
Patricia,8,2.272,3.15,2.95
patrician,9,0.778,3.15,2.45
patricide,9,0.602,3.35,3.65
Patrick,7,2.869,2.8,2.45
Patrick's,9,,,
patrimony,9,0.301,3.35,4.2
patriot,7,2.127,2.6,2.85
patriotic,9,2.083,3.35,4.35
patriotism,10,1.929,3.75,4.6
patriots,8,1.909,2.65,3.15
patrol,6,2.899,2.25,2.45
patrolled,9,1.176,2.9,2.6
patrolling,10,1.708,3.4,2.75
patrolman,9,1.799,3.55,3.65
patrolman's,11,,,
patrolmen,9,1.322,3.45,3.65
patrols,7,2.009,2.4,2.6
patron,6,2.201,1.85,2.4
patronage,9,1.301,3.3,3.8
patroness,9,0.699,2.9,3
patronize,9,1.909,3.25,3.3
patronized,10,1.146,3.55,3.55
patronizing,11,1.756,4.05,4.35
patrons,7,1.699,2.1,2.65
Pat's,5,,,
Patsy,5,2.276,1.85,1.95
patted,6,1.38,1.55,1.45
patter,6,1.568,1.4,1
pattered,8,,1.75,1.4
pattern,7,2.869,1.9,1.75
patterned,9,1.114,2.6,2.1
patterns,8,2.405,2.35,1.95
patties,7,1.38,2.2,1.8
patting,7,1.447,1.6,1.5
patty,5,2.752,1.5,1.1
paucity,7,0.699,2.8,2.7
Paul,4,3.681,1.6,1
Paula,5,,1.95,1.9
Paula's,7,,,
Paul's,6,,,
paunch,6,0.301,1.85,1.7
paunchy,7,0.699,2.45,2.05
pauper,6,1.415,1.9,1.8
pauperize,9,,3.7,3.25
pauper's,8,,,
pause,5,2.441,1.75,1.1
paused,6,1.146,1.8,1.65
pauses,6,1.23,1.8,1.85
pausing,7,1.23,1.9,1.75
pave,4,1.322,1.3,1
paved,5,1.663,1.7,1.55
pavement,8,2.017,2.55,2.4
pavements,9,0.845,2.7,2.55
pavilion,8,1.699,2.95,3
pavilions,9,0.602,3.3,3.3
paving,6,1.362,1.5,1.6
Pavlov,6,1.322,2.85,2.95
paw,3,2.204,1.15,1
pawing,6,1.518,1.65,1.5
pawn,4,2.346,1.5,1
pawnbroker,10,1,4.75,4.4
pawnshop,8,1.623,3.95,3.6
paws,4,2.107,1.35,1.1
pay,3,4.114,1,1
payable,7,1.591,2.3,1.95
paycheck,8,2.34,3.6,3.75
payday,6,2.111,2.7,2.65
paying,6,3.344,1.45,1.4
payload,7,1.505,2.95,2.8
paymaster,9,1,3.5,3.75
payment,7,2.732,2.45,1.9
payments,8,2.356,2.55,2.3
payoff,6,2.057,2.75,2.65
payroll,7,2.412,2.85,2.9
pays,4,2.855,1.25,1
pea,3,2.301,1.15,1
peace,5,3.55,1.8,1
peaceable,9,0.903,3.15,2.35
peaceful,8,2.759,2.85,2.4
peacefully,10,2.072,3.5,2.8
peacemaker,10,1.114,4.15,3.45
peacemaking,11,0.477,4.25,3.7
peacetime,9,1.362,3.45,2.7
peach,5,2.512,1.55,1.25
peaches,7,2.32,1.7,1.55
peacock,7,2.418,2.9,2.8
peacocks,8,1.38,3.55,3.3
peafowl,7,,3.4,3.55
peahen,6,0.699,2.35,3.7
peak,4,2.483,1.3,1
peaked,6,1.799,1.85,1.25
peaks,5,1.914,1.6,1.1
peaky,5,0.477,1.75,1.55
peal,4,0.903,1,1
peals,5,,1.4,1
peanut,6,2.8,2.6,2.75
peanuts,7,2.587,2.75,3.1
pear,4,1.839,1,1
pearl,5,2.903,1.7,1.35
pearls,6,2.431,1.8,1.8
pearly,6,1.716,1.7,1.6
pears,5,1.708,1.15,1
peas,4,2.377,1.2,1
peasant,7,2.314,2.5,2.05
peasanthood,11,,4.8,4.65
peasantry,9,0.778,3.25,2.8
peasants,8,2.193,2.6,2.3
peashooter,10,0.602,4.1,3.7
peat,4,1.146,1.05,1
pebble,6,1.819,2.05,1.65
pebbles,7,1.568,2.6,1.75
pebbly,6,,2.65,2.15
pecan,5,1.69,1.95,1.95
pecans,6,1.041,1.95,2.15
peck,4,2.258,1.3,1
pecked,6,1.23,1.75,1.25
peckish,7,1.176,2.8,1.95
pecks,5,1.176,1.6,1.1
pecs,4,1.518,1.65,1.1
pectin,6,,2.6,2.75
pectoral,8,1.079,2.6,3.45
pectoralis,10,0.477,3.9,5.7
pectorals,9,1.114,3.25,3.85
peculiar,8,2.587,3.3,4.2
peculiarities,13,1.176,4.85,6.55
peculiarity,11,0.778,3.75,6.15
peculiarly,10,0.903,4.05,5.05
pedagogic,9,,4.15,4.8
pedagogical,11,,4.5,4.15
pedagogue,9,0.778,3.95,3.95
pedagogy,8,,3.65,5
pedal,5,2.021,1.75,1.2
pedals,6,1.591,1.8,1.55
pedantic,8,1.23,3.2,3.3
peddle,6,1.74,1.7,1.2
peddled,7,0.477,2,1.65
peddler,7,1.491,2.25,2.15
peddlers,8,1.204,2.7,2.5
pedestal,8,1.833,3.45,3.9
pedestrian,10,1.857,4.05,4.3
pedestrians,11,1.491,4.6,4.75
pedicure,8,1.653,3.05,3.7
pedigree,8,1.602,3.7,2.85
pedigreed,9,0.845,3.85,3.65
pediment,8,0.301,2.65,2.45
Pedro,5,2.534,2,2.65
pee,3,2.967,1,1
peed,4,2.13,1.3,1
peek,4,2.436,1.35,1
peekaboo,8,1.763,4.35,3.9
peeked,6,1.568,1.75,1.25
peeking,7,2.1,1.7,1.6
peel,4,2.438,1.4,1
peeled,6,2.143,1.8,1.1
peeler,6,1.204,1.85,1.55
peeling,7,1.756,1.75,1.2
peels,5,1.556,1.7,1
peep,4,2.356,1.35,1
peeper,6,1.681,1.8,1.55
peephole,8,1.398,3.7,3.05
peeping,7,2.111,1.7,1.55
peer,4,1.898,1.2,1
peered,6,1.079,1.75,1
peering,7,1.255,1.75,1.2
peerless,8,1.279,2.7,1.95
peers,5,1.94,1.6,1
peeve,5,1,2,1
peevish,7,0.954,2.8,2
peg,3,3.269,1.3,1.25
pegboard,8,0.301,3.15,2.85
pegboards,9,,3.55,3.7
pegged,6,2.263,1.85,1.65
pegging,7,0.301,1.95,1.9
pegs,4,1.176,1.5,1.5
pejorative,10,0.699,3.6,4.45
Peking,6,1.771,1.9,1.6
pelican,7,1.954,2.9,2.9
pellet,6,1.833,1.9,1.65
pellets,7,1.544,2.45,1.85
pelt,4,1.69,1.5,1.4
pelting,7,1,1.85,1.9
pelts,5,1.362,1.75,1.7
pelvic,6,1.898,2.65,2.5
pelvis,6,2.017,2.5,2.55
pen,3,3.101,1,1
penal,5,1.826,1.75,1.8
penalization,12,,3.3,3.65
penalize,8,1.114,2.75,2.85
penalized,9,1.362,2.75,2.95
penalties,9,1.681,3.1,3.05
penalty,7,2.667,2.85,2.8
penance,7,1.869,2.6,2.1
pence,5,1.532,1.85,1.35
penchant,8,1.447,2.7,2.4
pencil,6,2.702,2.5,1.8
penciled,8,0.903,2.9,2.45
pencils,7,2.164,2.65,2.1
pendant,7,1.672,2.45,2.05
pendent,7,0.477,2.45,2.35
pending,7,2.243,1.6,1.35
pendulous,9,0.602,3.45,3.7
pendulum,8,1.447,3.9,4.2
penetrable,10,,3.4,3.65
penetrate,9,2.167,2.7,2.95
penetrated,10,1.869,2.85,3.3
penetrating,11,1.778,3.55,3.55
penetration,11,1.863,2.8,2.95
penguin,7,2.17,3,3.65
penicillin,10,2.1,4.85,4.95
peninsula,9,1.851,4.5,4.1
peninsular,10,,4.45,5.25
penis,5,2.836,1.95,2
penitence,9,0.602,2.95,2.75
penitent,8,1.447,2.8,2.65
penitentiary,12,2.161,4.85,6.55
penknife,8,0.954,3.65,4
penmanship,10,1.462,4.6,4.35
pennant,7,1.591,2.5,1.65
pennants,8,1.079,2.7,2.1
penned,6,1.415,1.95,1
pennies,7,2.243,2.35,1.85
penniless,9,1.806,3.3,2.7
Pennsylvania,12,2.38,6.4,6.3
penny,5,3.093,1.9,1.5
Penny's,7,,,
pennyweight,11,0.477,4.95,3.5
pens,4,2.114,1.3,1.2
Pensacola,9,,4.3,5.65
pension,7,2.394,2.1,1.85
pensioner,9,,3.35,2.9
pensions,8,1.415,2.35,2
pensive,7,1.301,2.7,2.5
pentagon,8,2.476,3.4,3.7
Pentagon's,10,,,
pentagram,9,1.699,3.85,3.6
pentameter,10,1.146,4.1,4.3
pentathlon,10,0.602,4.4,4.35
Pentecost,9,0.477,3.85,4.9
Pentecostal,11,1.041,5.25,5.75
penthouse,9,2.365,3.25,3.9
penultimate,11,1.041,4.5,4.85
penurious,9,0.301,3,3.7
peon,4,1.079,1.8,1.85
peonies,7,0.778,2.3,2.3
peony,5,0.477,1.8,1.8
people,6,4.75,2.3,1.8
peopled,7,0.778,2.3,2.1
peoples,7,2.13,2.45,1.9
people's,8,,,
pep,3,2.253,1.3,1.2
pepper,6,2.653,1.85,1.65
peppercorn,10,0.845,4.45,4.55
peppered,8,0.954,2.7,1.75
peppermint,10,1.857,3.8,4.35
peppermints,11,1.041,4.5,4.75
pepperoni,9,2.121,4.05,4.6
peppery,7,0.301,2.7,2.1
peptic,6,0.301,2.35,2.4
peptide,7,1.362,2.65,2.85
peptides,8,1.176,2.9,3.5
per,3,3.058,1.2,1.35
perceive,8,1.875,2.65,2.45
perceived,9,1.881,2.65,2.55
perceives,9,1,2.75,2.6
perceiving,10,1,3.4,2.7
percent,7,3.119,2.5,2.6
percentage,10,2.286,3.5,3.65
percentages,11,1.322,4.1,5.05
percentile,10,1.532,3.25,4.15
perceptible,11,0.699,3.45,3.85
perception,10,2.258,2.6,2.8
perceptions,11,1.415,3.25,3.25
perceptive,10,2.009,3,3.3
perceptual,10,0.699,3.75,4.15
perch,5,1.708,1.85,1.75
perchance,9,1.602,3.35,3.6
perched,7,1.491,1.95,1.95
percolate,9,0.954,3.15,3.4
percolation,11,,3.25,3.45
percolator,10,0.699,3.65,3.85
percussion,10,1.477,2.75,2.95
percussionist,13,1,4.65,4.9
percussive,10,0.602,3.35,3.5
peremptory,10,0.903,3.85,5.35
perennial,9,1.204,3.55,3.55
perfect,7,3.908,2.6,2.75
perfectability,14,,4.5,6.25
perfected,9,1.833,2.65,3.05
perfectibility,14,,4.5,5.3
perfecting,10,1.477,2.85,2.95
perfection,10,2.441,2.65,2.8
perfectionism,13,0.699,4.2,5.35
perfectionist,13,1.613,4,4.35
perfectionists,14,0.778,4.8,5.15
perfectly,9,3.344,3.55,3.8
perfidy,7,0.778,3,3.25
perforate,9,1,2.75,3.85
perforated,10,1.398,3.05,3.85
perforation,11,0.954,3,3.5
perforations,12,0.778,3.65,3.9
perforce,8,0.602,2.7,2.75
perform,7,2.915,2.65,2.45
performance,11,3.047,4,3.35
performances,12,1.819,4.3,4.75
performed,9,2.573,2.5,2.5
performer,9,2.093,2.7,3
performers,10,1.799,3.2,3.3
performing,10,2.513,3.35,3.05
performs,8,1.623,2.65,2.5
perfume,7,2.766,2.6,3.3
perfumed,8,1.544,2.7,3.25
perfumery,9,0.477,3.5,4.85
perfumes,8,1.477,2.8,3.65
perfunctorily,13,,5.85,6.45
perfunctory,11,1,4.6,5.25
perfusion,9,0.301,2.75,3.25
perhaps,7,3.841,3,3.55
peridontal,10,,3.9,3
peril,5,1.996,1.95,1.85
perilous,8,1.613,2.8,2.45
perilously,10,,3.3,3.3
perils,6,1.255,1.95,1.95
perimeter,9,2.665,3,3.55
period,6,3.152,2.5,2
periodic,8,1.342,3.25,3.5
periodical,10,1,3.35,4.05
periodically,12,1.477,3.5,4
periodicals,11,1.114,4.05,4.8
periodicity,11,,4.3,5.1
periods,7,2.009,2.65,2.75
peripheral,10,1.699,4.45,4.8
periphery,9,1.23,3.55,4.5
periscope,9,1.851,3.7,3.7
periscopes,10,0.477,3.7,4
perish,6,2.124,1.95,1.75
perishable,10,1.146,3.5,3.2
perished,8,1.716,2.55,2.1
perishes,8,0.699,2.55,2.5
perishing,9,1,2.7,2.6
periwinkle,10,1,4.5,5.15
periwinkles,11,0.301,4.7,5.6
perjure,7,0.954,2.65,2.15
perjury,7,2.064,2.8,2.7
perk,4,1.863,1.45,1.3
perky,5,1.935,1.75,1.8
perm,4,1.716,1.65,1.5
permafrost,10,0.301,4.85,5.55
permanence,10,1.079,3.5,2.95
permanent,9,2.792,3.15,3
permanently,11,2.391,4.25,4.1
permeability,12,0.301,4.4,4.8
permeable,9,0.602,3.1,3.6
permeate,8,0.699,2.7,2.85
permeated,9,0.845,2.6,3.95
permeates,9,0.778,2.8,3.6
permeation,10,,2.85,3.8
permissibility,14,,5.2,4.9
permissible,11,1.38,4.15,3.85
permission,10,3.201,2.85,2.65
permissive,10,0.778,3.45,3.05
permit,6,2.791,2.25,2.4
permits,7,2.155,2.6,2.85
permitted,9,2.348,2.8,2.7
permitting,10,1.431,3.15,2.6
permutation,11,0.602,3.1,3.6
permute,7,0.845,2.65,2.9
pernicious,10,1.176,3.6,3.1
peroxide,8,1.748,2.95,4.5
perpendicular,13,1.041,5.7,7.35
perpendicularly,15,,6.5,8.25
perpetrate,10,0.699,2.9,3.7
perpetrated,11,1.518,3.1,3.95
perpetration,12,0.301,3.2,3.5
perpetrator,11,1.94,3.55,4.3
perpetual,9,1.903,3.6,4.15
perpetually,11,1.146,4,4.5
perpetuate,10,1.301,3.15,4.3
perpetuated,11,0.778,3.2,4.9
perpetuating,12,1,3.95,5.45
perpetuation,12,0.477,3.4,5.45
perplex,7,0.477,2.75,3.5
perplexed,9,1.255,3.7,3.7
perplexing,10,1.146,3.8,3.9
perplexity,10,,4.35,4.25
perquisite,10,,3.55,4.65
persecute,9,1.505,3.1,3.95
persecuted,10,1.771,3.1,4.25
persecution,11,1.785,3.2,4.35
persecutor,10,0.699,3.35,4.35
persecutory,11,0.301,3.75,5.8
perseverance,12,1.58,4.5,5.4
persevere,9,1.301,3.5,4.2
perseveres,10,0.602,3.85,4.6
Persia,6,1.477,2.55,2
Persian,7,2.041,2.4,2.1
Persians,8,1.255,2.6,2.45
persimmon,9,0.699,3.6,3.1
persimmons,10,0.699,3.55,3.65
persist,7,1.792,2.5,2.55
persisted,9,1.176,2.7,3.1
persistence,11,1.633,3.4,3.1
persistent,10,2.124,3.15,3.2
persistently,12,1.041,4.45,4.55
persisting,10,0.301,2.85,2.95
persists,8,1.204,2.65,2.6
persnickety,11,0.602,4.95,4.9
person,6,4.036,1.85,2
persona,7,1.887,2.5,2.9
personable,10,1.114,2.9,3.7
personage,9,1.079,2.7,3.55
personages,10,0.954,3.3,4.45
personal,8,3.67,2.5,2.8
personalities,13,2.182,4.35,5.4
personality,11,2.91,3.6,4.85
personalization,15,,4.45,5.65
personalize,11,1.204,3.4,4.3
personalized,12,1.301,3.65,4.7
personally,10,3.272,3.1,3.2
personification,15,1.146,4.7,5.65
personified,11,1.301,3.75,4.4
personifies,11,0.477,3.75,4.3
personify,9,0.845,3.4,4.3
personifying,12,,4.45,4.95
personnel,9,2.922,3.5,4
persons,7,2.597,2,2.25
person's,8,,,
perspective,11,2.623,3.45,3.45
perspectives,12,1.041,4.05,4.3
perspiration,12,1.447,3.55,3.7
perspire,8,1.079,2.85,2.9
perspired,9,0.477,3.1,3.25
perspiring,10,1.146,3.3,3.65
persuade,8,2.514,2.8,2.75
persuaded,9,2.14,3.1,3.05
persuaders,10,0.477,3.65,3.65
persuading,10,1.447,3.35,3
persuasion,10,2.004,3.15,3.35
persuasions,11,0.778,3.6,3.7
persuasive,10,2.049,3.35,3.4
persuasively,12,0.301,4.4,4.55
pert,4,1.415,1.45,1.15
pertain,7,1.176,2.5,2.35
pertained,9,0.301,2.75,2.4
pertaining,10,1.623,2.95,2.5
pertains,8,1.342,2.65,2.45
pertinence,10,0.301,3.2,3.35
pertinent,9,1.785,2.8,3.4
perturb,7,0.477,2.8,3.35
perturbation,12,0.477,3.7,3.75
perturbations,13,,4.5,4.4
perturbed,9,1.322,3,3.65
Peru,4,2.17,1.8,2.15
perusal,7,0.778,2.9,3.3
peruse,6,1.279,2,2.2
perusing,8,0.903,2.75,2.8
Peruvian,8,1.556,3.3,3.65
pervade,7,0.301,2.65,2.25
pervaded,8,0.301,2.65,2.6
pervades,8,0.699,2.7,2.55
pervading,9,,2.85,2.6
pervasion,9,,2.75,2.9
pervasive,9,1.23,2.85,2.75
pervasively,11,,4.05,4.1
perverse,8,1.826,2.8,2.7
perversely,10,0.699,3.5,3.5
perversion,10,1.613,2.9,2.9
perversity,10,0.845,3.5,3.65
pervert,7,2.548,2.6,2.95
perverted,9,1.959,2.75,2.75
pesky,5,1.724,1.9,2
peso,4,1.146,1.95,1.85
pessimism,9,1.204,3.7,3.35
pessimist,9,1.431,3.45,2.9
pessimistic,11,1.491,4.5,4.2
pessimists,10,0.477,3.55,3.45
pest,4,2.167,1.15,1
pester,6,1.447,1.6,1.7
pestering,9,1.643,2.2,2.55
pesticide,9,1.279,3.5,3.85
pesticides,10,1.477,3.65,4.4
pestilence,10,1.491,3.4,3.6
pestilent,9,0.301,2.95,3.55
pestilential,12,0.602,4.35,5.25
pestle,6,1.505,1.95,1.6
pests,5,1.255,1.6,1.5
pet,3,3.013,1,1
petal,5,1.663,1.75,1.2
petals,6,1.892,1.8,1.55
Pete,4,3.291,1.75,1
Peter,5,3.663,1.7,1.2
petered,7,0.778,1.9,1.85
Peter's,7,,,
Pete's,6,,,
petit,5,1.708,1.95,1.35
petite,6,1.74,2.3,2.4
petition,8,2.334,2.55,2.05
petitioned,10,1.204,3.4,2.45
petitioner,10,1.398,3.5,2.85
petitioner's,12,,,
petitions,9,1.322,2.6,2.3
petrified,9,1.949,3,2.85
petrify,7,0.477,2.8,2.65
petrol,6,1.909,2.5,2.35
petroleum,9,1.813,4,3.5
pets,4,2.464,1,1.2
petted,6,1.114,1.8,1.55
petticoat,9,1.613,3.95,2.95
pettiness,9,0.954,2.85,2.45
pettinesses,11,,4.4,3.85
petting,7,1.869,1.45,1.1
petty,5,2.643,1.7,1.35
petulance,9,0.778,3.45,3.45
petulant,8,1.23,3.25,3.35
petunia,7,2.029,3.25,3.5
pew,3,1.732,1.1,1.15
pews,4,0.903,1.55,1.55
pewter,6,1.279,1.9,2
peyote,6,1.602,2.55,2
phagocyte,9,,4.85,3.45
phalanges,9,1.255,3.55,3.9
phalanx,7,0.903,2.95,2.65
phallic,7,1.204,2.85,1.95
phallus,7,0.778,2.8,1.65
phantasmagoric,14,,7.55,7.85
phantasmic,10,,4.5,4.4
phantom,7,2.32,3,1.85
Pharaoh,7,2.053,3,1.65
pharisee,8,,3.15,2.3
pharmaceutical,14,2.021,6.35,5.8
pharmacist,10,1.898,4,3.55
pharmacological,15,0.477,5.4,5.05
pharmacology,12,0.778,5.05,4.75
pharmacy,8,2.245,3.65,2.75
pharyngitis,11,,5.35,6.55
pharynx,7,,3.6,2.65
phase,5,2.799,1.85,1
phases,6,1.491,1.85,1.75
pheasant,8,1.623,2.85,2.45
pheasants,9,1.176,3.2,2.7
phenol,6,0.778,2.95,2.8
phenomena,9,1.909,4,3.75
phenomenal,10,2.075,4.25,3.55
phenomenological,16,0.477,6.05,6
phenomenon,10,2.371,4.7,3.95
phew,4,2.033,1.85,1.1
phi,3,1.672,1.75,1
Phil,4,3.263,1.9,1
Philadelphia,12,2.732,6.5,5.9
Philadelphia's,14,,,
philander,9,0.477,3.25,2.7
philanthropic,13,1.23,5.45,5.6
philanthropies,14,0.301,6,5.1
philanthropist,14,1.663,6,5.55
philanthropy,12,0.699,5.15,4.55
philharmonic,12,1.591,5.7,5.7
Philip,6,2.806,2.9,1.95
Philippine,10,1.447,4.2,2.8
Philippines,11,2.049,4.6,3.35
Philistine,10,1.69,3.7,3.65
philological,12,,3.5,3.25
philologists,12,,4.4,4.15
philosopher,11,2.193,4,3.35
philosophers,12,1.643,4.35,3.6
philosophic,11,0.699,4.15,4.6
philosophical,13,1.914,4.55,4.95
philosophically,15,1.041,5.4,4.95
philosophies,12,1.431,4.3,3.3
philosophize,12,0.778,4.3,3.4
philosophized,13,,4.7,4.1
philosophizing,14,0.477,5.75,4.8
philosophy,10,2.626,4.25,3.15
Phil's,6,,,
phlegm,6,1.544,3,1.65
phlegmatic,10,,3.95,3.95
phobia,6,1.724,2.85,2.35
phobic,6,0.954,2.7,2.6
Phoenix,7,2.745,3.1,2.05
phone,5,4.138,1.65,1
phonebooth,10,,5,3.95
phonecall,9,,3.95,3.55
phoned,6,2.518,1.85,1.1
phoneme,7,,2.65,1.9
phonemes,8,0.602,2.75,2.55
phonemic,8,,2.55,2.85
phonemics,9,,2.95,3.1
phones,6,2.823,1.8,1.05
phonetic,8,1.114,2.65,2.4
phonetics,9,0.778,3,2.65
phoney,6,2.204,1.85,1.4
phonic,6,,1.9,1.8
phonics,7,0.778,2.35,1.8
phonies,7,1.532,2.1,1.7
phonograph,10,1.756,2.85,2.95
phonographs,11,,2.95,3.35
phonologic,10,,3.9,5.9
phonological,12,,3.5,3.15
phonology,9,,3.35,2.7
phony,5,2.625,1.8,1.4
phooey,6,1.778,2.3,1.4
phosphate,9,1.362,3.5,2.85
phosphates,10,0.699,3.75,3.2
phosphide,9,,3.75,3
phosphor,8,0.301,3.7,2
phosphoresce,12,,5.05,4.4
phosphorescence,15,0.845,6.45,5.2
phosphorescent,14,0.845,5.95,5.2
phosphorous,11,1.114,4.45,3.35
phosphorus,10,1.544,4.05,3.35
photo,5,3.067,1.9,1.85
photocathode,12,,5.5,5.9
photocathodes,13,,5.95,6.6
photochemical,13,0.301,5.55,5.8
photocopier,11,0.477,5,5.55
photocopy,9,1.204,4.2,4.8
photoelectric,13,0.845,5.4,6.35
photoelectronic,15,,6.3,7.9
photoelectrons,14,,5.95,7.65
photoflash,10,,4.55,4.85
photogenic,10,1.491,4.3,5.4
photograph,10,2.763,2.65,3.25
photographed,12,2.149,3.35,3.6
photographer,12,2.668,2.95,3.5
photographers,13,2.083,3.55,3.8
photographic,12,1.991,3.1,3.75
photographically,16,0.477,5.95,4.9
photographing,13,1.491,4.2,4.1
photographs,11,2.699,2.85,3.65
photography,11,2.299,2.85,3.35
photoluminescence,17,,7.545,8.35
photon,6,1.447,2.55,2.85
photorealism,12,,4.9,6.35
photos,6,3.007,2.5,2.05
photosensitive,14,0.477,6.2,6.5
photosynthesis,14,1.079,6.6,7.15
phrase,6,2.667,2.1,1
phrasebook,10,0.477,4.35,3.85
phrased,7,1.204,2.25,1.65
phraseology,11,0.602,4.4,4.65
phrases,7,2.072,2.35,1.75
phrasing,8,1.146,2.65,1.65
phrenology,10,0.845,3.65,3.45
phyla,5,0.301,2.75,1.8
Phyllis,7,2.453,2.9,1.8
phylum,6,0.903,2.85,1.95
physical,8,3.142,2.9,2.35
physically,10,2.674,3.5,2.7
physicalness,12,,5.15,5.7
physician,9,2.497,3.45,2.45
physicians,10,1.839,3.7,2.75
physician's,11,,,
physicist,9,1.845,3.35,3
physicists,10,1.568,3.7,3.5
physics,7,2.684,2.85,2.4
physiognomy,11,0.301,5.75,4.95
physiologic,11,0.301,4.45,4.65
physiological,13,1.518,3.75,3.35
physiologically,15,1.255,4.85,4
physiologist,12,0.778,4.2,4.3
physiology,10,1.699,3.55,3.55
physiotherapist,15,,6.4,6.7
physiotherapy,13,0.477,5.7,5.75
physique,8,1.532,3.8,2.75
pi,2,2.274,1.5,1
pianist,7,1.94,2.75,2.6
pianists,8,0.954,2.85,3.15
pianist's,9,,,
piano,5,3.103,1.95,2.1
pianoforte,10,1.114,4.8,6.1
pianos,6,1.602,2.2,2.7
piazza,6,1.415,2.75,2.35
piazzas,7,,3.55,2.35
pica,4,0.699,1.9,1.9
Picasso,7,2.301,3.45,2.75
Picasso's,9,,,
piccolo,7,1.819,3.6,2.65
pick,4,4.005,1.15,1
pickaxe,7,0.954,2.9,2.85
picked,6,3.548,1.45,1.2
picker,6,1.505,1.55,1.35
pickers,7,1.23,1.85,1.8
picket,6,2.057,1.65,1.65
picketed,8,0.602,2.5,2.6
picketing,9,1.114,2.8,2.35
pickets,7,1.041,1.65,1.8
picking,7,3.22,1.7,1.4
pickle,6,2.373,1.7,1.6
pickled,7,1.887,1.8,1.85
pickles,7,2.276,1.95,1.8
pickoff,7,0.301,2.8,2.1
pickoffs,8,,3.55,2.8
pickpocket,10,1.591,4.8,4.45
picks,5,2.671,1.55,1
pickup,6,2.591,2.45,2.5
picky,5,2.049,1.85,1.4
picnic,6,2.776,2.7,2.5
picnicked,9,,3.4,2.75
picnickers,10,,3.75,3.7
picnics,7,1.591,2.85,2.7
pictorial,9,1.041,2.85,3.3
pictorially,11,0.477,4,3.7
picture,7,3.849,2.4,1.85
pictured,8,2.13,2.7,2.5
pictures,8,3.541,2.55,2.2
picturesque,11,1.415,4.85,5.15
picturing,9,1.763,2.9,2.75
piddle,6,0.778,1.7,1.2
piddling,8,0.845,2.2,1.8
pidgin,6,0.602,2.9,2.4
pie,3,3.166,1.1,1
piece,5,3.803,1.8,1
piecemeal,9,0.845,3.95,3.75
pieces,6,3.251,1.85,1.75
piecewise,9,,3.75,3.6
piecework,9,0.778,3.8,2.9
piecrust,8,,3.5,4.15
pied,4,1.301,1.45,1
pier,4,2.525,1.6,1
pierce,6,3.119,2.15,1.5
pierced,7,2.179,2.5,1.95
piercing,8,1.851,2.95,1.95
Pierre,6,2.597,2.6,1.8
piers,5,1.255,1.7,1
pies,4,2.248,1.2,1
piety,5,1.477,1.95,1.9
piezoelectric,13,,5.8,3
piezoelectricity,16,,7.1,10.4
pig,3,3.3,1.25,1
pigeon,6,2.48,2.75,2.4
