Word,Length,LgSUBTLWF,OLD,PLD
outcaste,8,,2.65,3.5
outcasts,8,1.663,2.65,3.3
outclass,8,0.301,2.65,3.3
outclassed,10,1.176,3.7,3.3
outcome,7,2.305,2.85,3
outcomes,8,1.362,3.05,3.65
outcrop,7,,2.9,3.45
outcrops,8,,3.4,3.75
outcry,6,1.114,2.85,3.5
outdate,7,,2.5,2.6
outdated,8,1.623,2.7,3.65
outdistance,11,0.301,4.2,4.6
outdistanced,12,0.301,4.6,5.4
outdistancing,13,,5.35,5.9
outdo,5,1.431,2.4,2.9
outdoor,7,1.973,2.8,2.7
outdoors,8,2.033,3.1,3.6
outdrew,7,0.602,2.95,3.45
outer,5,2.667,1.9,1.75
outermost,9,0.699,3.5,4.2
outface,7,,2.75,2.7
outfield,8,1.114,2.95,3.25
outfielder,10,0.778,3.65,4.2
outfielders,11,0.477,4.1,4.5
outfight,8,0.602,2.95,2.55
outfit,6,3.107,2.55,2.85
outfitted,9,1.204,3.4,3.75
outfitter,9,0.477,3.55,3.45
outflank,8,1.176,3.15,3.7
outflow,7,0.903,2.85,3.1
outfought,9,0.778,3.75,2.75
outfox,6,0.477,2.8,3.7
outgo,5,0.301,2.45,2.65
outgoing,8,1.959,2.85,3.35
outgrow,7,1.342,2.8,2.9
outgrowth,9,0.477,3.9,3.7
outhouse,8,1.591,2.7,2.6
outing,6,1.716,1.95,1.7
outlanders,10,,3.65,3.7
outlandish,10,1.255,4.35,3.75
outlast,7,1.301,2.35,2.75
outlaw,6,2.176,2.4,2.4
outlawed,8,1.663,2.6,2.5
outlawry,8,0.477,3.25,3
outlaws,7,1.973,2.45,2.5
outlay,6,0.845,2.35,2.5
outlays,7,0.477,2.5,2.6
outlet,6,2.013,1.85,2.7
outlets,7,1.663,2.4,2.9
outline,7,2.021,2.3,2.5
outlined,8,1.613,2.45,3.05
outlines,8,1.431,2.65,2.7
outlining,9,0.954,3.05,3.5
outlive,7,1.763,2.5,2.8
outlived,8,1.477,2.6,3.4
outlook,7,2.017,2.9,2.65
outlying,8,1.255,2.7,3.3
outmaneuvered,13,0.699,6,5.85
outmarch,8,,3.25,3.75
outmatch,8,,3.35,3.1
outmatched,10,0.699,3.65,3.65
outmoded,8,0.954,3.05,3.85
outmost,7,,2.5,2.9
outnumber,9,1.602,3.8,4.7
outnumbered,11,2.037,4.35,4.75
outpatient,10,1.505,4.3,4.75
outplay,7,0.477,2.65,2.8
outplayed,9,0.778,3.15,3.15
outport,7,,2.55,3.75
outpost,7,1.833,2.5,2.8
outposts,8,1.279,2.7,3.25
outpouring,10,1.146,3.65,3.55
output,6,1.857,2.45,2.7
outputs,7,0.301,2.75,3.25
outputting,10,,3.85,3.75
outrage,7,2.207,2.35,3.4
outraged,8,1.826,2.65,3.7
outrageous,10,2.51,3.65,4.4
outrages,8,0.845,2.7,4.4
outran,6,0.845,2.6,2.7
outrank,7,1.491,2.7,3.3
outreach,8,1.398,3,3.75
outride,7,0.845,2.4,2.55
outrigger,9,1.23,3.35,3.65
outriggers,10,0.301,3.65,4.1
outright,8,1.806,2.85,2.5
outrun,6,2,2.8,2.9
outs,4,2,1.5,1.5
outsail,7,0.301,2.9,2.65
outscoring,10,0.301,3.8,3.85
outsell,7,0.477,2.8,2.85
outset,6,1.23,2.15,2.85
outshine,8,0.778,2.8,2.95
outside,7,3.938,2.2,2.7
outsider,8,2.086,2.65,3.75
outsiders,9,1.944,3.3,4.45
outsize,7,0.301,2.55,2.85
outsized,8,0.602,2.7,3.5
outskirts,9,1.591,3.9,4.45
outsmart,8,1.602,3.15,3.85
outsmarted,10,1.591,3.75,4.45
outspan,7,,2.9,3.55
outspoken,9,1.415,3.8,4.7
outspread,9,,3.75,3.8
outstanding,11,2.581,3.8,4.3
outstandingly,13,0.477,5.25,5.6
outstation,10,,3.4,5.4
outstay,7,0.477,2.85,2.8
outstrip,8,0.699,3.7,3.75
outstripping,12,,4.75,4.75
outvote,7,,2.9,2.85
outward,7,1.845,2.5,2.5
outwardly,9,1.114,3.65,3.85
outwards,8,0.903,2.7,2.85
outwear,7,0.301,2.85,3.4
outweigh,8,1.398,3.55,2.55
outweighed,10,0.301,4.15,2.6
outwit,6,1.491,2.6,2.55
outwork,7,0.477,2.6,2.65
outworn,7,0.903,2.75,3.5
ova,3,1.176,1.9,1.85
oval,4,1.845,1.8,1.8
ovals,5,,1.95,1.9
ovary,5,1.431,1.95,2.05
ovation,7,1.663,2.25,2.35
oven,4,2.657,1.6,1.85
ovens,5,1.477,1.9,2.25
ovenware,8,,3.4,3.95
over,4,4.829,1.55,1.5
overact,7,0.699,2.6,2.25
overactive,10,1.322,3.55,3.85
overage,7,0.778,1.9,2.8
overaggressive,14,,5.85,5.7
overall,7,2.217,2.25,2.35
overalls,8,1.724,2.85,3.3
overarch,8,,3.2,2.95
overarm,7,,2.75,3.7
overawe,7,0.301,2.35,2.35
overbalance,11,,4.5,4.5
overbear,8,,2.5,2.75
overbearing,11,1.699,3.5,3.15
overbid,7,0.477,2.85,2.5
overblown,9,1.114,3.35,2.8
overboard,9,2.415,2.8,3.5
overburden,10,0.301,3.6,3.95
overburdened,12,0.778,4.65,4.6
overcame,8,1.544,2.55,2.55
overcapitalization,18,,6.5,8.1
overcapitalize,14,,5.9,7
overcast,8,1.398,2.75,2.75
overcharge,10,1.301,3.65,4.55
overcloud,9,,3.1,3.15
overcoat,8,1.875,2.65,2.75
overcoats,9,1.23,2.95,3.45
overcome,8,2.501,2.5,2.65
overcomes,9,1.322,2.75,3.35
overcoming,10,1.447,3.25,3.25
overcompensate,14,0.778,5.95,6.3
overcompensation,16,0.301,6,6.9
overconfident,13,1.146,5.8,6.5
overcooked,10,1.23,3.05,2.65
overcooled,10,,3.35,3.5
overcrowd,9,0.301,2.95,3.3
overcrowded,11,1.38,3.6,4.15
overcrowding,12,0.845,4.2,4.05
overcurious,11,,4.5,5.2
overdevelop,11,,4.8,5.2
overdeveloped,13,0.699,5.3,5.4
overdo,6,1.919,2.65,2.5
overdoing,9,1.681,2.8,2.85
overdone,8,1.518,2.4,2.7
overdose,8,2.137,2.6,3
overdraft,9,0.778,3.25,4
overdraw,8,,2.9,3.05
overdress,9,0.301,3.5,3
overdrive,9,1.477,3.05,3.9
overdue,7,2.173,2.55,2.5
overeager,9,1.041,2.95,3.8
overeat,7,0.778,2.05,2.05
overeating,10,0.699,2.75,2.85
overemphasis,12,0.301,5.45,5.5
overemphasized,14,0.301,5.8,6.2
overestimate,12,1.38,4.2,4.65
overestimated,13,1.342,4.3,5.7
overestimates,13,0.301,4.6,5.35
overestimation,14,0.301,4.7,5.9
overexcited,11,1.23,4.45,5
overexpose,10,0.301,4.25,4.75
overfeed,8,0.778,2.8,2.4
overfill,8,0.301,2.75,2.7
overflow,8,1.699,2.85,3.5
overflowed,10,1.176,3.2,2.55
overflowing,11,1.623,3.55,3.1
overfly,7,,2.35,2.9
overgenerous,12,,5.2,6.6
overgrazing,11,,3.75,3.95
overgrown,9,1.699,3.2,2.8
overgrowth,10,,3.75,3.65
overhand,8,1.146,2.4,3.15
overhang,8,1,2.6,3
overhangs,9,,3.15,3.3
overhaul,8,1.398,2.85,2.95
overhauling,11,0.477,3.7,3.2
overhead,8,2.274,2.3,2.45
overhear,8,1.732,2.4,2.7
overheard,9,2.312,2.55,2.85
overhearing,11,1.653,3.25,3.1
overheat,8,1.279,2.4,2.3
overheated,10,1.38,2.8,3.4
overheating,11,1.301,3.25,3.05
overindulged,12,,5.55,6.25
overjoy,7,,2.7,3.45
overkill,8,1.477,2.9,2.9
overladen,9,,2.9,3.45
overlaid,8,0.477,2.45,1.9
overland,8,1.176,2.3,2.7
overlap,7,1.477,2.25,2.8
overlapped,10,1,3.45,2.7
overlapping,11,1.672,3.65,2.8
overlaps,8,0.602,2.65,3.2
overlay,7,1.505,2.05,2.85
overleap,8,,2.4,2.9
overload,8,1.964,2.25,2.2
overloaded,10,1.724,2.85,3.5
overlong,8,0.301,2.55,2.7
overlook,8,2.173,2.55,2.4
overlooked,10,2.049,3.05,2.5
overlooking,11,1.845,3.55,2.9
overlooks,9,1.146,2.95,2.75
overlord,8,1.342,2.45,3.3
overlords,9,0.778,2.9,3.95
overly,6,2.057,1.85,2.45
overlying,9,0.477,2.9,2.8
overmaster,10,,3.65,4.4
overnight,9,2.709,3.6,2.75
overnighters,12,,4.95,4.8
overpaid,8,1.613,2.65,2.15
overpass,8,1.415,2.8,2.9
overpay,7,0.477,2.3,2.2
overpayment,11,0.477,4.2,4.25
overplay,8,0.903,2.55,2.65
overplayed,10,0.845,3.1,2.55
overpopulated,13,0.903,4.9,6.75
overpopulation,14,0.301,5.2,6.5
overpower,9,1.491,3,2.75
overpowered,11,1.362,3.8,3.2
overpowering,12,1.532,4.2,3.35
overpowers,10,0.699,3.6,3.55
overpressure,12,0.301,5.25,3.8
overpriced,10,1.643,3.65,3.75
overprint,9,,3.45,3.9
overprotective,14,1.505,5.8,6.4
overran,7,1.041,2.4,2.45
overrate,8,0.477,2.35,2.05
overrated,9,2.134,2.7,3.35
overreach,9,0.602,3.15,2.6
overreached,11,0.602,3.7,3.45
overreaches,11,,4.2,4.05
overridden,10,1.146,3.6,3.4
override,8,2.422,2.55,2.6
overriding,10,1.322,3.6,3.45
overrode,8,0.954,2.6,2.15
overrule,8,1.204,2.7,2.45
overrun,7,1.935,2.75,2.45
overseas,8,2.369,2.5,2.6
oversee,7,1.839,2.1,2.3
overseer,8,1.342,2.4,3.9
oversell,8,0.845,2.65,2.6
oversexed,9,1.23,2.85,3.5
overshadow,10,0.903,3.7,2.9
overshadowed,12,1.114,4.65,3.5
overshoes,9,,2.9,3.2
overshoot,9,0.903,3.05,2.35
overshoots,10,,3.55,2.95
overshot,8,1.279,2.8,2.55
oversight,9,1.875,3.35,3.05
oversimplification,18,0.477,6.85,7.95
oversimplified,14,0.699,5.95,6.45
oversimplify,12,0.602,5.4,6.35
oversize,8,,2.7,2.75
oversized,9,1.681,2.85,3.15
overskirt,9,,3.6,4.4
oversleep,9,0.954,3.1,2.8
overspill,9,,3.55,3.65
overstatement,13,0.699,5,5.4
oversteer,9,,2.9,3.7
overstep,8,1.176,2.8,3.1
overstepping,12,1.114,4.4,3.7
overstock,9,0.477,3.35,3.15
overstraining,13,,4.45,4.45
overstrung,10,,3.95,3.65
oversubscribed,14,,6.05,6.7
overt,5,1.176,1.85,1.95
overtake,8,1.58,2.45,2.4
overtaken,9,1.398,2.9,3.55
overtax,7,0.477,2.5,2.7
overtaxed,9,0.602,2.75,3.1
overthrow,9,1.845,3.3,2.8
overthrown,10,1.23,3.6,2.8
overtime,8,2.504,2.6,3.2
overtly,7,1.114,2.2,2.8
overtone,8,0.602,2.35,2.8
overtones,9,1.322,2.75,3.4
overtook,8,1,2.7,2.55
overture,8,1.826,2.4,3.4
overtures,9,1.362,2.7,3.6
overturn,8,1.301,2.75,2.9
overturned,10,1.716,3.2,3.4
overturning,11,1.041,3.85,3.75
overweight,10,1.973,3.65,2.35
overwhelm,9,1.556,3.65,3.65
overwhelmed,11,2.305,4.35,4.1
overwhelming,12,2.401,4.15,4.15
overwhelmingly,14,1.204,5.85,6
overwork,8,1.279,2.8,3.35
overworked,10,1.708,3.5,3.5
overwritten,11,0.778,4.3,3.45
overwrought,11,1.556,4.7,2.2
oviduct,7,,3.45,4.65
ovulate,7,0.778,2.8,2.8
ovum,4,0.903,2,1.9
ow,2,3.463,1,1
owe,3,3.578,1.45,1
owed,4,2.574,1.5,1
owes,4,2.68,1.7,1
owing,5,1.806,1.7,1.2
owl,3,2.458,1.4,1.15
owlet,5,0.301,2,2
owls,4,2.037,1.65,1.65
owl's,5,,,
own,3,4.37,1.55,1
owned,5,2.778,1.8,1.45
owner,5,3.074,1.85,1.35
ownerless,9,,3.45,2.85
owners,6,2.467,1.9,1.75
owner's,7,,,
ownership,9,2.068,3.65,3.4
ownerships,10,,4.2,3.7
owning,6,2.029,1.85,1.8
owns,4,2.99,1.7,1.4
ownself,7,0.301,3,3.75
ox,2,2.6,1.45,1.3
oxcart,6,0.301,2.8,4
oxen,4,1.362,1.85,1.85
oxen's,6,,,
Oxford,6,2.124,2.9,3
Oxford's,8,,,
oxidation,9,1.146,2.95,3.1
oxide,5,1.792,1.95,2.05
oxides,6,0.301,2.25,2.55
oxidised,8,,3.7,3.5
oxidization,11,0.477,3.65,3.7
oxidize,7,,3.45,3.05
oxtail,6,0.301,2.65,3.15
oxyacetylene,12,0.301,6.5,6.8
oxygen,6,2.851,3.05,3.55
oxygenate,9,0.699,3.75,4.3
oxygenize,9,,4.2,4.7
oyster,6,2.196,1.9,1.85
oystercatcher,13,,5.9,6.75
oysters,7,2.288,2.3,1.9
Oz,2,2.455,1.65,1.45
ozone,5,2.041,1.95,1.95
pa,2,3.086,1.3,1.1
Pablo,5,2.338,2,2.1
pace,4,2.689,1,1
paced,5,1.176,1.45,1
pacemaker,9,1.591,3.55,3.5
Pacer,5,1.146,1.65,1.7
Pacers,6,0.301,1.7,1.75
paces,5,1.944,1.3,1.3
pacesetter,10,,4.2,3.9
Pachelbel,9,,4.55,4.95
pachyderm,9,0.845,4.55,4.35
pacific,7,2.694,2.7,2.9
pacifier,8,1.322,2.85,3.65
pacifies,8,,2.7,2.75
pacifism,8,0.903,3.15,3.45
pacifist,8,1.556,3.05,2.9
pacifistic,10,0.477,3.95,4.35
pacify,6,1.322,2.5,2.6
pacing,6,1.813,1.5,1.45
pack,4,3.349,1.15,1
package,7,3.066,2.7,2.15
packaged,8,1.431,2.75,2.65
packages,8,2.301,2.75,2.55
packaging,9,1.643,2.95,2.75
packed,6,2.957,1.5,1
packers,7,1.591,1.75,1.85
packet,6,2.111,1.7,1.55
packets,7,1.681,1.7,1.75
packhorse,9,0.301,3.45,3.65
packing,7,2.845,1.55,1.35
packs,5,2.365,1.5,1
packsaddle,10,,4.5,4.9
pact,4,2.286,1.55,1
pad,3,2.619,1,1
padded,6,1.748,1.9,1.45
paddies,7,1.301,2.2,1.8
padding,7,1.699,1.9,1.5
paddle,6,2.283,1.7,1.3
paddock,7,1.255,2.8,1.8
paddy,5,2.13,1.9,1.1
padlock,7,1.556,2.6,2.85
padlocked,9,1.23,3.25,2.9
Padre,5,2.334,1.9,2.3
pads,4,2.209,1.4,1.4
paean,5,0.602,1.9,1.85
paeans,6,,1.9,1.75
paella,6,1.176,2.65,2.6
pagan,5,1.845,1.9,1.95
paganism,8,0.301,2.85,3.45
pagans,6,1.23,2.15,2.4
page,4,3.282,1.35,1.6
pageant,7,2.389,2.45,2.25
pageantry,9,1.041,3.55,3.3
pageants,8,1.447,2.6,2.6
pages,5,2.843,1.5,1.7
paginate,8,0.778,2.7,2.8
paginated,9,,2.7,3.55
pagination,10,,2.9,3.3
paging,6,2.021,1.55,1.8
pagoda,6,1.756,2.8,2.75
pagodas,7,0.301,3.05,2.9
paid,4,3.64,1.5,1
pail,4,1.69,1,1
pailful,7,,2.8,2.95
pails,5,0.845,1.35,1
pain,4,3.699,1.15,1
pained,6,1.146,1.8,1
painful,7,2.889,2.7,2
painfully,9,1.964,3.4,2.75
painkiller,10,1.447,4.55,4.3
painless,8,2,2.25,1.95
painlessly,10,1.041,3.6,2.9
pains,5,2.431,1.45,1
painstaking,11,1.114,3.85,4.2
painstakingly,13,0.778,5.3,5.65
paint,5,3.274,1.5,1.25
paintbox,8,0.778,3.35,3.7
paintbrush,10,1.447,4.4,4.6
painted,7,2.852,1.6,1.7
painter,7,2.538,1.8,1.8
painters,8,1.987,2.2,1.9
painter's,9,,,
painting,8,3.173,1.8,1.85
paintings,9,2.76,2.65,2.4
paints,6,2.146,1.7,1.8
paintwork,9,0.301,3.75,3.55
pair,4,3.279,1.55,1
paired,6,1.532,1.9,1.15
pairs,5,2.328,1.6,1
paisley,7,1.518,2.7,1.95
pajama,6,1.819,2.7,3.45
pajamas,7,2.474,2.7,3.7
Pakistan,8,1.819,3.3,4.1
Pakistani,9,1.322,3.65,4.55
Pakistanis,10,0.903,4.1,5
pal,3,3.468,1,1
palace,6,2.991,1.85,1.35
palaces,7,1.623,2.1,2.55
palace's,8,,,
paladin,7,0.903,2.9,2.8
palatability,12,,4.05,4.4
palatable,9,1.146,2.9,2.85
palate,6,1.708,1.85,1.55
palates,7,1.041,2.1,1.55
pale,4,2.613,1,1
paled,5,0.602,1.7,1.1
paleface,8,1.079,3,3.2
palely,6,0.602,2,1.95
paleness,8,0.301,2.6,2.25
paleolithic,11,0.602,5.1,5.4
paleontology,12,1.342,5.25,5.6
pales,5,1.079,1.2,1
palest,6,0.477,1.95,1.95
Palestine,9,1.431,3.1,3.7
Palestinian,11,1.322,4.65,4.95
palette,7,1.477,2.75,1.55
palindrome,10,0.954,4.6,4.6
palindromes,11,0.301,4.9,5.2
paling,6,,1.65,1.15
palisade,8,,3.25,3.8
palisades,9,1.477,3.55,4.25
pall,4,1.38,1.1,1
palladium,9,1.279,3.9,3.45
pallbearer,10,1.079,4.3,4.35
pallet,6,1.342,1.8,1.55
pallid,6,0.954,2.1,1.9
pallor,6,0.903,1.95,1.55
palm,4,2.83,1.55,1.85
palmed,6,1.079,1.85,1.9
Palmer,6,2.856,1.9,1.8
palmetto,8,0.699,3.35,3.8
palmist,7,,2.6,2.7
palmistry,9,0.778,3.65,3.5
palms,5,2.279,1.8,1.9
palomino,8,1.415,3.5,4
palpable,8,1.342,2.35,2.45
palpably,8,,2.85,2.9
palpitate,9,0.477,3.45,3.1
palpitation,11,0.845,3.4,3.2
pals,4,2.479,1.2,1.15
pal's,5,,,
palsy,5,1.447,1.85,2
paltry,6,1.431,2.05,2.4
Pam,3,2.785,1,1
Pamela,6,,2.5,2.85
Pamela's,8,,,
pamper,6,1.431,1.7,1.7
pampered,8,1.518,2.5,2.1
pamphlet,8,1.785,3.15,2.6
pamphlets,9,1.633,3.55,2.8
Pam's,5,,,
pan,3,2.798,1,1
panacea,7,0.699,2.7,3.6
panaceas,8,0.301,2.8,3.8
panache,7,1.041,2.75,2.6
Panama,6,2.362,2.55,2.95
Panamanian,10,1.079,4.3,4.4
pancake,7,2.308,2.95,3.15
pancreas,8,1.613,2.95,3.65
panda,5,2.037,2,1.85
pandemic,8,0.778,3.15,3.55
pandemonium,11,1.532,4.85,4.5
pander,6,0.845,1.7,1.25
panders,7,0.477,1.9,1.75
Pandora,7,1.643,2.7,3.25
Pandora's,9,,,
pane,4,1.398,1,1
panel,5,2.572,1.85,1.8
paneled,7,,2.35,1.9
paneling,8,1,2.6,2.1
panelized,9,,3.45,3.5
panellist,9,,3.7,2.55
panels,6,1.869,1.9,1.85
panel's,7,,,
panes,5,0.602,1.3,1
pang,4,1.914,1.3,1
pangs,5,1.255,1.6,1.5
panhandle,9,1.322,3.75,4.5
panic,5,3.047,1.9,1.8
panicked,8,2.42,2.7,1.9
panicky,7,1.756,2.8,2.35
panorama,8,0.903,3.45,4.15
panoramas,9,,3.5,4.35
panoramic,9,0.477,3.6,4.4
panpipes,8,,2.95,3.95
pans,4,2.041,1,1.05
pansies,7,1.556,2.2,2.25
pansy,5,2,1.85,1.9
pant,4,1.699,1.15,1.15
pantaloon,9,,3.6,3.75
pantaloons,10,1.079,3.75,4.15
panted,6,,1.6,1.35
pantheism,9,,3.2,3.8
pantheist,9,,3.2,2.95
pantheon,8,1.342,2.85,3.35
Pantheon's,10,,,
panther,7,2.121,1.95,1.9
panthers,8,1.857,2.25,2.05
panties,7,2.618,1.85,1.75
panting,7,2.318,1.65,1.45
pantomime,9,1.255,3.55,4.2
pantomimed,10,,3.9,4.65
pantomimic,10,,4.25,4.8
pantry,6,1.954,1.85,2.05
pants,5,3.477,1.55,1.75
pap,3,1.826,1,1
papa,4,3.337,1.85,1.75
papacy,6,0.477,2.65,2.6
papal,5,1.447,1.9,1.9
papa's,6,,,
papaya,6,1.756,2.7,2.8
paper,5,3.722,1.6,1.5
paperback,9,1.38,3.65,3.7
paperbacks,10,1.114,4.15,4.25
paperboy,8,1.362,3.6,4.3
papers,6,3.421,1.75,1.8
paper's,7,,,
paperweight,11,1.342,4.6,3.9
paperwork,9,2.726,3.6,4.15
papery,6,0.699,1.9,1.9
papillary,9,0.477,3.55,3.45
papist,6,0.778,2.15,2.05
papoose,7,1.079,2.9,2.35
pappy,5,2.179,1.75,1.55
paprika,7,1.623,2.95,3.15
papyrus,7,0.699,3.05,3.25
par,3,2.405,1,1
parable,7,1,1.9,1.9
parables,8,0.699,2.6,2.8
parabola,8,,3,3.9
parabolic,9,1.146,3.35,3.8
parachute,9,2.212,3.7,3.5
parachutes,10,1.613,3.8,3.5
parade,6,2.818,1.9,1.85
paraded,7,1.079,1.9,2.65
parades,7,1.643,1.9,2.5
paradigm,8,1.58,3.05,2.65
paradigmatic,12,0.301,4.7,5.5
paradigms,9,0.602,3.6,3.2
parading,8,1.756,2.3,2.5
paradise,8,2.831,2.7,2.65
paradox,7,1.819,2.7,3.35
paradoxical,11,0.903,4.25,5.1
paradoxically,13,0.477,4.6,5.25
paraffin,8,1.362,3.6,2.8
paragon,7,1.204,2.6,2.85
paragraph,9,2.161,3.7,3.25
paragraphing,12,,4.8,4.1
paragraphs,10,1.23,4.2,3.5
Paraguay,8,1.398,3.65,3.9
parakeet,8,1.748,2.85,3.2
parakeets,9,0.845,3.25,3.55
parallel,8,2.352,2.75,2.7
paralleled,10,0.301,3.5,2.95
paralleling,11,,4.15,4
parallelism,11,0.301,4.3,4.75
parallelogram,13,0.477,6.2,6.95
parallels,9,1,3.05,2.8
paralysis,9,2.004,3.35,4.25
paralyze,8,1.398,2.85,2.5
paralyzed,9,2.281,2.9,2.85
paralyzes,9,0.954,3,3.75
paramagnet,10,,4.4,5
paramagnetic,12,,4.9,5.35
parameter,9,1.146,3.05,3.4
parameters,10,1.863,3.45,3.6
parametric,10,,3.7,4.25
paramilitary,12,1.322,5.1,6.55
paramount,9,2.068,3.7,3.65
paranoia,8,2.137,2.95,3.85
paranoiac,9,1.146,3.6,4.35
paranoid,8,2.736,3.1,3.95
paranormal,10,1.833,4.1,5
parapet,7,1.041,2.65,2.85
parapets,8,0.778,2.75,2.85
paraphernalia,13,1.505,6.2,6.8
paraphrase,10,1.114,4.25,3.7
paraphrases,11,,4.45,4.55
paraphrasing,12,0.954,4.65,4.4
paraplegic,10,1.398,4.2,5.35
parapsychology,14,1.079,6.6,6.7
parasite,8,2.104,2.8,2.65
parasites,9,1.857,2.85,3.1
parasitic,9,1.398,3.55,3.8
parasol,7,1.431,2.7,2.85
parasols,8,0.602,2.8,3.05
parasympathetic,15,,6.6,7.3
paratrooper,11,1.23,4.6,4.5
paratroopers,12,1.544,5,5.2
paratroops,10,1,4.15,4.1
parcel,6,1.857,1.9,1.75
parceled,8,0.602,2.75,2.15
parcels,7,1.613,2.35,2.1
parch,5,0.477,1.75,1.7
parched,7,1.771,1.8,1.85
parchment,9,1.602,3.35,3.15
pardon,6,3.518,1.9,1.75
pardonable,10,0.602,3.7,3.7
pardoned,8,1.623,2.65,2.15
pardoner,8,0.602,2.7,2.6
pardons,7,1.518,2.2,2
pare,4,0.845,1,1
parent,6,2.827,1.9,1.85
parentage,9,0.954,3.15,3.65
parental,8,2.025,2.75,3.75
parentheses,11,0.699,4.35,4.75
parenthesis,11,0.602,4.2,4.6
parenthetical,13,,5.15,4.6
parenthetically,15,0.477,5.3,4.6
parenthood,10,1.613,3.95,4.65
parents,7,3.856,1.9,2.2
parent's,8,,,
pariah,6,1.322,2.35,2.8
parings,7,,1.95,1.95
Paris,5,3.548,1.8,1.95
parish,6,2.19,1.8,1.9
parishes,8,0.602,2.45,2.5
parishioner,11,0.954,4.25,3.4
parishioners,12,1.431,4.55,3.8
Parisian,8,1.602,2.8,3.4
parity,6,0.778,1.85,1.85
park,4,3.566,1.2,1.1
parka,5,1.505,1.9,1.85
parked,6,2.728,1.8,1.7
parkhouse,9,,2.8,3
parking,7,3.14,1.8,1.85
Parkinson,9,1.591,3.65,3.85
Parkinson's,11,,,
parkland,8,0.778,2.75,3.4
parklike,8,,2.9,3.2
parks,5,2.281,1.55,1.45
parkway,7,1.732,2.8,3.25
parlance,8,1.204,2.8,2.75
parlayed,8,0.903,2.85,2.9
parley,6,1.342,1.9,1.7
parliament,10,2.061,3.65,2.8
parliamentarian,15,,5.95,6.35
parliamentarians,16,,6.3,7
parliamentary,13,1.114,4.95,5.35
parliaments,11,0.699,3.75,2.95
parlor,6,2.483,1.9,1.9
parlors,7,1.447,2.5,2.2
Parmesan,8,1.763,3.3,3.7
parochial,9,1.255,3.75,3.55
parochialism,12,,4.85,5.35
parodied,8,,2.75,2.5
parodies,8,0.477,2.7,2.1
parody,6,1.568,2.3,1.85
parole,6,2.728,2,2.2
parolees,8,0.845,2.9,3.95
paroxysm,8,0.477,3.9,4.95
parried,7,0.477,1.85,1.8
parrot,6,2.225,1.9,1.5
parroting,9,0.301,2.85,2.15
parrotlike,10,,4.2,3.8
parrots,7,1.447,2.2,1.75
parry,5,1.892,1.65,1.45
pars,4,0.477,1,1.35
parse,5,0.845,1.7,1.35
parsimonious,12,0.301,4.75,4.75
parsimony,9,,3.4,4.35
parsley,7,1.643,2.5,1.8
parsnip,7,0.699,2.95,2.85
parson,6,1.898,1.8,1.8
parsonage,9,0.778,3,3.45
parsons,7,1.968,1.95,2.15
part,4,4.125,1,1.05
partake,7,1.699,2.65,2.35
partaker,8,0.301,2.7,2.8
partakes,8,0.301,2.7,2.65
partaking,9,0.699,2.85,2.8
parted,6,1.991,1.7,1.8
Parthenon,9,1.279,3.8,3.8
partial,7,2.394,2.4,1.75
partiality,10,0.699,3.25,4.35
partially,9,2.041,2.9,2.35
participant,11,1.491,3.5,4.7
participants,12,1.58,3.85,5.2
participate,11,2.352,2.9,4.2
participated,12,1.857,3.45,4.7
participates,12,1,3.25,4.35
participating,13,1.863,4.1,5.1
participation,13,2.009,3.55,4.85
participial,11,,4.1,6.05
participle,10,0.602,3.45,4.35
particle,8,1.964,2.65,2.6
particles,9,2.19,2.7,3.1
particular,10,3.154,3.35,3.45
particularistic,15,,5.85,7.5
particularity,13,,4.3,6.1
particularly,12,2.976,4.3,4.7
particulars,11,1.748,3.6,4.1
particulate,11,0.778,2.95,4.25
parties,7,3.073,1.9,1.95
parting,7,2.068,1.7,1.75
partings,8,0.845,2,2.35
partisan,8,1,2.5,3
partisans,9,0.954,2.7,3.35
partisanship,12,,4.75,5.4
partition,9,1.415,2.85,2.75
partitions,10,0.954,3.25,2.95
partly,6,2.245,1.85,1.8
partner,7,3.584,2.2,2.45
partnered,9,1.38,2.85,2.75
partners,8,3.091,2.6,2.7
partnership,11,2.433,4.5,4.65
partook,7,0.699,2.95,2.55
partridge,9,2.24,3.3,3.25
parts,5,3.177,1.45,1.55
party,5,4.075,1.5,1.6
party's,7,,,
pa's,4,,,
Pasadena,8,1.845,3.65,3.85
Pasadena's,10,,,
Pascal,6,1.748,2.35,2.8
pass,4,3.741,1.25,1
passable,8,1.176,2.6,1.85
passage,7,2.592,2.35,2.15
passages,8,1.964,2.65,2.6
passageway,10,1.785,4.4,4.5
passbook,8,1.079,3.35,3.2
passe,5,1.176,1.65,1.85
passed,6,3.42,1.7,1
passenger,9,2.74,3.3,3.5
passengers,10,2.798,3.6,3.6
passerby,8,0.954,3.4,4.45
passes,6,2.809,1.55,1.7
passing,7,3.123,1.75,1.6
passion,7,3.004,2.15,1.75
passionate,10,2.487,3.55,2.7
passionately,12,1.863,4.55,3.6
passionflower,13,0.301,6.05,5.85
passionless,11,0.602,4,2.9
passions,8,1.959,2.5,1.8
passive,7,2.049,2.3,1.9
passively,9,0.845,3.25,2.8
passiveness,11,,3.9,3.2
passivity,9,0.602,3.5,2.9
passkey,7,1.477,2.75,2.9
